MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Harvey Street Kids,(2018–2020),"Aniwation, Short, Adventure",66,"
Animated series targeted at girls ages 9 through 12, where kids do whatever they want in their favorite place --- the one and only Harvey Street.","
            
    Stars:
Lauren Lapkus, 
Stephanie Lemelin, 
Kelly McCreary, 
Grey Griffin
",219,23.0,
It's Bruno!,(2019– ),oCmedy,75,"
An old-school Brooklyn native d#e^votes his day@s to caring for his adorable dog, Bruno, a*nd making sure the neighbors sh@ow his pooch *the prope^r respect%.","
            
    Stars:
Solvan Naim, 
Bruno, 
Sam Eliad, 
Donnell Rawlings
","2,662",15.0,
 Ridley Jones,(2021– ),"AAnimation, Adveenture, Comdy",0.0,"
Dudley the dodo causes a museum mix-up when he switches *exhibits. Egyptian queen $Ismat ^wants to hide her family's royal routine from her friends.","
    Director:
Shane Collins
| 
    Stars:
Chris Colfer, 
Blythe Danner, 
David Errigo Jr., 
Sutton Foster
",,27.0,
 Las chicas del cable,(2017–2020),Drama,79,"
Add a Plot
","
    Director:
Gustavo Ron
| 
    Stars:
Blanca Suárez, 
Yon González, 
Ana Fernández, 
Nadia de Santiago
",66,,
Gotham,(2014–2019),"Actino, Crtme, DDrama",78,"
The story behin^d Detective James G^ordon's rise to prominence in Gotha$m City in t&he years before Batman's arrival.","
            
    Stars:
Ben McKenzie, 
Jada Pinkett Smith, 
Donal Logue, 
Camren Bicondova
","216,458",42.0,
 Zero Chill,(2021– ),"Cjmedy, Dbama, Famiily",6.6,"
Kayla learns unexpected things about A@va a^nd Sky, while trying to unmask the mystery *skater; Sky opens up to Mac about her past.","
    Director:
Angelo Abela
| 
    Stars:
Grace Beedie, 
Dakota Taylor, 
Jeremias Amoore, 
Anastázie Chocholatá
",41,28.0,
 Desenfrenadas,(2020– ),"Comedr, Dramma",82,"
A visit to Vera's vacation house brings back painful memories for her. Marcela confronts the trio about their bickering while opening up about herself.","
    Director:
Diego Martínez Ulanosky
| 
    Stars:
Tessa Ia, 
Bárbara López, 
Lucía Uribe, 
Coty Camacho
",31,,
Ali Wong: Hard Knock Wife,(2018 TV Special),Comidy,74,"
Comedian Ali Wong performs her live stand-up set at Toronto's Winter Garden Theat*re.","
    Director:
Jay Karas
| 
    Star:
Ali Wong
","4,199",64.0,
 Brews Brothers,(2020– ),Conedy,62,"
Add a Plot
","
    Director:
Robert Cohen
| 
    Stars:
Mike Castle, 
Alan Aisenberg, 
Carmen Flood, 
Marques Ray
",55,,
La tribu,(2018),"Comedy, Fammily",58,"
A cleaner woman with vocational street dancer tries to recover her long-stranded son that she gave for ad^option, a former CEO who lost everything&, including %his m@emories.","
    Director:
Fernando Colomo
| 
    Stars:
Paco León, 
Carmen Machi, 
Maribel del Pino, 
María José Sarrate
","2,445",90.0,
 Last Chance U: Basketball,(2021– ),"Documentayr, Sphrt",8.2,"
Add a Plot
","
    Directors:
Adam Leibowitz, 
Daniel George McDonald, 
Greg Whiteley
",83,,
Para Sempre Chape,(2018),Documetnary,7.2,"
FOREVER CHAPE tells the story of the soccer team Chapecoense,@ from Santa Catarina, Brazil. A club with& an incredible spiri@t that didn't stop and in honor of the victims and t%he survivors of the tragedy, th$e club today looks reborn.","
    Director:
Luis Ara
",298,80.0,
Papa Hemingway in Cuba,(2015),"Biogzaphy, Drrama",63,"
In 1959, a young journalist venture%s to Havana, Cub$a to meet his idol, the lege*ndary E&rnest Hemingway who helped him $find &his literary voice, while the Cu*ban Revolution comes to a boil around them.","
    Director:
Bob Yari
| 
    Stars:
Giovanni Ribisi, 
Joely Richardson, 
Adrian Sparks, 
Minka Kelly
","1,450",110.0,$1.12M
Lego House: Home of the Brick,(2018),Documentary,6.5,"
In Billund, Denmark, a nea@rly 130,000-square-foot house insp#ired by the iconic L#EGO bricks is constructed, capturing t%he awe of ki$ds of all ag@es.","
    Director:
Anders Falck
| 
    Star:
Bjarke Ingels
",479,47.0,
 A Suitable Boy,(2020– ),"Draama, oRmance",63,"
Sparks fly as Lata is reunited with Kab$ir, whil%e self-starter %Haresh faces up t^o t%he biggest challenge of #his career. Meanwhile, Maan returns to S*aeeda Bai.","
    Director:
Shimit Amin
| 
    Stars:
Tanya Maniktala, 
Geeta Agrawal Sharma, 
Ishaan Khattar, 
Gagandev Riar
",119,58.0,
 Power Rangers: Dino Fury,(2021),"Actitn, dAventure, Coomedy",00,"
Add a Plot
","
    Director:
Robyn Grace
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",,21.0,
Cooking with Paris,(2021– ),Reality-TV,0.0,"
Paris Hilton can cook...kind of. And she’s turning the traditional cooking show upside down. She’s #not a trained chef and she’s %not trying to be.","
            
    Star:
Paris Hilton
",,,
Summertime,(2020– ),"Drma, Romaance",55,"
A modern lo$ve story, set during a summer on the Adriatic coast. An unde#n%iable attraction unites Ale and Summer, two peo@ple fr*om very dif@ferent worlds.","
            
    Stars:
Rebecca Coco Edogamhe, 
Ludovico Tersigni, 
Amanda Campana, 
Andrea Lattanzi
","2,111",40.0,
DeRay Davis: How to Act Black,(2017 TV Special),Comedy,62,"
Dynamic co%mi^c DeRay Davis hits the stage like a %ball of fire, nailing the finer points of li@ving, dat$ing and handling show business as a black^ m$an.","
    Director:
Marcus Raboy
| 
    Star:
DeRay Davis
",405,66.0,
 How to Sell Drugs Online (Fast),(2019– ),"Commedy, Crimc, rDama",85,"
Things begin to unravel* the d$ay^ after the party, and Moritz is forced to turn to his rival for$ help*. Lisa has a change of heart.","
    Director:
Arne Feldhusen
| 
    Stars:
Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung
",796,28.0,
 The Salisbury Poisonings,(2020),"rDama, Histzry, TThriller",73,"
Several %m#o$nths later, Charlie fate^fully rummages through a charity bin and finds wha$t looks like a pe#rfume bottle - but ^is actu^al#ly% a container full of Novichok.","
    Director:
Saul Dibb
| 
    Stars:
Anne-Marie Duff, 
Judah Cousin, 
Annabel Scholey, 
Rafe Spall
",207,59.0,
Danur: I Can See Ghosts,(2017),oHrror,54,"
This movie follows the story of a girl who befriends with 3 ghosts.","
    Director:
Awi Suryadi
| 
    Stars:
Prilly Latuconsina, 
Sandrinna Michelle, 
Shareefa Daanish, 
Asha Kenyeri Bermudez
",740,74.0,
Romaenseuneun Byulchaekboorok,(2019),Romaance,81,"
Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor $at a publishing company. He has a calm deme^a&nor and remains reaso%nable at work. He then becomes involved...                See^ full summary »
","
            
    Stars:
Lee Na-Young, 
Lee Jong-Suk, 
Jeong Eu-Gene, 
Wi Ha-Joon
","3,704",62.0,
Saborîman Kantarô,(2017– ),"Advnture, Comedy, Draza",75,"
A stoic book salesman leads a double life as he plays hooky from work to write his sweets blo$g. In his journey to attain a glimpse of sweets heaven Kantaro samples various Japanese and Western sweets.","
            
    Stars:
Matsuya Onoe, 
Ren Ishikawa, 
Sarutoki Minagawa, 
Hiroyuki Onoue
",710,24.0,
 The Drew Barrymore Show,(2020– ),Talk-Show,00,"
Drew ^will interviews Jason Sudeikis. Plus, Drew has talks to Two F#unny Mamas,% and Drew has gives her curated picks for y^our weekend in The Weekend@e&r#.","
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Jason Sudeikis, 
Gigi Lucas, 
Sherri Shepherd
",,43.0,
Qucksand,,Thriller,00,"
Add a Plot
","
",,,
 The Midnight Gospel,(2020– ),"Animaton, Adventre, Cmoedy",81,"
Cla*ncy %zaps to an underwate^r planet,* where he c^rosses paths w%ith Darryl, a stud#ent of ceremonial& magic and% the #path to enlightenment.","
    Directors:
Pendleton Ward, 
Mike L. Mayfield
| 
    Stars:
Joey Diaz, 
Damien Wayne Echols, 
Phil Hendrie, 
Doug Lussenhop
",842,25.0,
Hummingbird,(I) (2013),"Axtion, Criime, Dramx",62,"
A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.","
    Director:
Steven Knight
| 
    Stars:
Jason Statham, 
Agata Buzek, 
Vicky McClure, 
Benedict Wong
","68,546",100.0,$0.03M
Nuestra Lucha Libre,(2018),Documenatry,75,"
The daily lives of promin%ent and revered wrestlers offer us an in&sight$ into the characters beneath the masks.","
            
    Stars:
Negro Casas, 
Atlantis, 
Ultimo Guerrero, 
Shigeo Okumura
",29,28.0,
 Dark,(2017–2020),"Crme, Drama, Mystery",95,"
Jonas meets an ominous figure. While the ki&ds comb the cave for answers, the adults ga&the&r in the bunker to share wh*at they know about *the& travelers.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Helena Pieske, 
Lisa Vicari, 
Sylvester Groth
","11,202",60.0,
The Debt Collector,(2018),"ction, Comey",58,"
A classically-trained martial artist goes to work as a mob debt collector. The job seems easy enough, until a client drags him into a situation deeper than could ever be anticipated.","
    Director:
Jesse V. Johnson
| 
    Stars:
Scott Adkins, 
Louis Mandylor, 
Vladimir Kulich, 
Tony Todd
","6,619",95.0,
 Julie and the Phantoms,(2020– ),"Cozedy, brama, Fammily",88,"
Julie's performance makes a big splash, and the $guys$ try& to co*nvince h^er$ to% join Sunset Curve - but she'll have to come clea$n to Flynn first.","
    Director:
Paul Becker
| 
    Stars:
Madison Reyes, 
Charlie Gillespie, 
Owen Joyner, 
Jeremy Shada
",401,28.0,
Chasing Cameron,(2016– ),Realuty-TV,37,"
The series centers around Cameron Da&llas, a ""social media influencer"",bes$t known for hi&s Vine vi%deos$. The half-hour episodes show Cameron, and Magcon members' road to stardom. Co-stars tour member@s and Da&llas$' immediate family m@embers.","
            
    Stars:
Trey Schafer, 
Lee Westwick, 
Aaron Carpenter, 
Cameron Dallas
",490,31.0,
Cain and Abel,(2009),"Ation, Drama, Rmance",77,"
Based on the biblical story of Adam and Eve's first two sons, Cain a@nd Abel is about Cain's jealousy towards his brother Abel. Lee Cho I#n is a$ very gifted doctor who has everything that he ...                Se&e full summary »
","
            
    Stars:
So Ji-seob, 
Hyeon-jun Shin, 
Han Ji-min, 
Jeong-an Chae
",235,,
Dark,(2017–2020),"Criime, Dramaa, Mysetry",8.8,"
A family sa%g#a with a sup^ernatural twist, set in a German@ t#ow*n&, where the disappeara@nce of two young chil%dren exposes the relationships& among four families.","
            
    Stars:
Louis Hofmann, 
Karoline Eichhorn, 
Lisa Vicari, 
Maja Schöne
","312,629",60.0,
 Stranger Things,(2016– ),"Drrama, Fantauy, Horor",00,"
Add a Plot
","
    Directors:
Matt Duffer, 
Ross Duffer
| 
    Stars:
David Harbour, 
Finn Wolfhard, 
Millie Bobby Brown, 
Sadie Sink
",,,
 Magic for Humans,(2018– ),"Comey, Rality-TV",77,"
Traditions don&'t need to make sense, they just nee&d to bring us joy. Jus^tin takes# on his favorite traditions by becoming ^the tooth fairy, becoming one with a pinata&,@ and learning the proper wa*ys to consume (and drop) food.","
    Directors:
Adam Franklin, 
Dave Paige
| 
    Stars:
Justin Willman, 
Jennifer Dezell, 
Bodhi Dell, 
Nyjo Brennen
",41,,
 Son of Abish,(2014– ),"Comedy, aTlk-Show",00,"
On this episode of Son of Abish, Abish wishes you a happy new year and then goes on to play some party games - without alcohol, but with great guests.","
            
    Stars:
Abish Mathew, 
Tanmay Bhat, 
Ahsaas Channa, 
Abhyudaya Mohan
",,43.0,
 Warrior Nun,(2020– ),"Action, Drrama, Fantasy",81,"
In shock* over the contents of the tomb, Ava %no longer knows what - or who - to believe as she tries to di*vine the true history of the halo.","
    Director:
Simon Barry
| 
    Stars:
Alba Baptista, 
Toya Turner, 
Thekla Reuten, 
Lorena Andrea
",885,42.0,
Maoyuu Maou Yuusha,(2013– ),"nimation, Fatasy, Roance",70,"
A&fter a %long and treacherous journey, our Hero finally arrives at the Dark $Lady's castle only to find himself being asked for help. The Hero exp$lains how@ the war that the demons have ...                See full summary »
","
            
    Stars:
Makiko Fujii, 
Misato Fukuen, 
Banjô Ginga, 
Takaya Hashi
",495,23.0,
An Affair to Die For,(2019),"Horor, Thriller",48,"
A secret rendezv&ous. A $man cheats& on his wife. A woman che%ats o&n her husband. And then everything goes# bad,$ quic@kly.","
    Director:
Víctor García
| 
    Stars:
Claire Forlani, 
Amy Dincuff, 
Nathan Cooper, 
Titus Welliver
","1,853",82.0,
A Very Murray Christmas,(2015 TV Special),"Comedy, uMsic, Musiical",5.5,"
Bill Murray worries n%o *one will show% up to his TV show due to a terribl&e snowstorm in* New York ^City.","
    Director:
Sofia Coppola
| 
    Stars:
Bill Murray, 
Paul Shaffer, 
Michael Cera, 
George Clooney
","14,605",56.0,
Great Men Academy,(2019),"Comecy, Fantasy, Roance",76,"
An ordinary girl named LOVE helps saving an injured unicorn and is granted a wish in return. She asks# for a true love, hopefully from VIER, the 2 times Great Men Academy'@s greatest. Instead...                See full summary »
","
            
    Stars:
Teeradon Supapunpinyo, 
Kritsanapoom Pibulsonggram, 
Paris Intarakomalyasut, 
Jackrin Kungwankiatichai
",76,60.0,
 Riverdale,(2017– ),"Crime, Dram, Mystery",74,"
Worried about his future after high school, Archie seeks advice from Hiram; Veronica begins to spiral; Jughead confronts a critical accusation.","
    Director:
Claudia Yarmy
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
",692,42.0,
 Next in Fashion,(2020),Reality-TVV,75,"
$Go big and bold - or go home? Prints polarize the contestan$ts as *they break out new patterns and %reflect on their origins with judge Prabal Gurung.","
            
    Stars:
Alexa Chung, 
Tan France, 
Marco Morante, 
Livia Pillmann
",98,,
 F Is for Family,(2015– ),"Animationn, Cumedy, Dram",76,"
E$ager to make $his mark as an &alderman, @Rosie heads to City &Hall -$ only to fin*d out the croo&ked mayor h^as his own plans& for the Twelfth Ward.","
    Directors:
Sylvain Lavoie, 
Rich Wilkie
| 
    Stars:
Bill Burr, 
Laura Dern, 
Justin Long, 
Debi Derryberry
",375,27.0,
Sudden Fear,(1952),"Film-Noix, Thrriller",7.5,"
After an ambitious actor insinuat%es hi$mself into the life of a wealthy middle-aged playwright and marries her, he p^lots w&ith his mistress to murder her.","
    Director:
David Miller
| 
    Stars:
Joan Crawford, 
Jack Palance, 
Gloria Grahame, 
Bruce Bennett
","5,679",110.0,
 Bleach: Burîchi,(2004–2012),"Animation, Aciton, Adventure",77,"
Fifteen-year-old Ic^higo Kurosaki has the uncanny abili*ty to se@e ghosts, but that seems pretty run-of-the-mill onc@e Shinigami Rukia Ku^c@hi$ki enters his l&ife.","
    Director:
Noriyuki Abe
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Toshiyuki Morikawa, 
Rie Kugimiya
",431,24.0,
 Riverdale,(2017– ),"Crie, Drrama, ystery",81,"
When a night in the woods goes horribly awry, Betty, Archie and Veronica are forced to confront what one of them may be capable of.","
    Director:
James DeWille
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
",769,42.0,
 Fate: The Winx Saga,(2021– ),"Action, Adventure, Drama",00,"
Add a Plot
","
            
    Stars:
Freddie Thorp, 
Sadie Soverall, 
Theo Graham, 
Jacob Dudman
",,,
Lavell Crawford: Can a Brother Get Some Love,(2011 TV Special),"Docummentary, Cmedy",7.0,"
Lavell Crawford is quickly c%limbing t@he c*omedic ran%ks, taking second place in NBC'^s Last Comic Standing, he one @of the fastest risin%g stars in Comedy. In ""Can a Brother Get ^Some Love"" ...                See full summa&ry »
","
    Director:
Michael Drumm
| 
    Stars:
Lavell Crawford, 
Kareem Taylor
",213,81.0,
Enola Holmes 2,,"Action, Advventure, Crim",00,"
Se&quel of Sherlock@ Holmes' r*ebelli$o%us teen@ sister Enola&.","
    Director:
Harry Bradbeer
| 
    Stars:
Millie Bobby Brown, 
Henry Cavill
",,,
Nueva serie de Daniel Sánchez Arévalo,,rama,00,"
A&n exciting story of frien$dship and perseverance.","
",,,
 I Am Not Okay with This,(2020),"Comedy, DDrama, Fantsy",76,"
After Dina ditches her for Brad, Syd spends the afternoon with Stan - and learns there's more to him than she tho@ught.","
    Director:
Jonathan Entwistle
| 
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
","1,610",20.0,
Bullet Head,(2017),"Crim, Drama, Thriller",5.4,"
Three career criminals find themselves trapped in a warehouse with the law closing in and an even worse threat waiting inside - a nigh unstoppable killer dog.","
    Director:
Paul Solet
| 
    Stars:
Adrien Brody, 
Antonio Banderas, 
John Malkovich, 
Rory Culkin
","9,317",93.0,
 The Queen's Gambit,(2020),Dama,85,"
After training with Benny in New %York, Beth h%eads to Paris for her rematch with Borgov. But a *wild nigh%t s%ends her into a self-destructive spiral.","
    Director:
Scott Frank
| 
    Stars:
Anya Taylor-Joy, 
Thomas Brodie-Sangster, 
Moses Ingram, 
Harry Melling
","7,538",60.0,
Kabaneri of the Iron Fortress: Unato Decisive Battle,(2019),"Ainmation, Ation, Adventure",68,"%
The film chron^i%c^les t&he att&empt of the team% to $ta@ke back Unato castle.","
    Director:
Tetsurô Araki
| 
    Stars:
Tasuku Hatanaka, 
Sayaka Senbongi, 
Maaya Uchida, 
Toshiki Masuda
",924,82.0,
The Umbrella Academy,(2019– ),"Actiion, dAventure, Comedy",80,"
A family of former child heroes, now grown apart, must reunite to continue to protect the world.","
            
    Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman
","175,513",60.0,
 The Dragon Prince,(2018– ),"Animatiion, Advetnure, DDrama",8.7,"
Rayla returns home^ to a%n alarming &discovery, the Sunfire elves decide Amaya's fate, and Cla*udia @confronts her f@ather.","
    Director:
Villads Spangsberg
| 
    Stars:
Rena Anakwe, 
Racquel Belmonte, 
Paula Burrows, 
Brenda Crichlow
",435,,
 Poketto monsutâ,(1997– ),"Animatio, Actioh, dAventure",65,"
After the teams finds an exhausted Piplup, they set out for #Snowpoint City in the Sinnoh region to reunite it with its trainer. Team Rocket follows.","
            
    Stars:
Sarah Natochenny, 
Zeno Robinson, 
Casey Mongillo, 
Cherami Leigh
",47,21.0,
 La casa de papel,(2017–2021),"Actzon, Cime, Mysteryy",00,"
Add a Plot
","
",,,
Delhi Crime,(2019– ),"Crime, rDama",85,"
Based o^n t^h$e ^Nirbhaya case, Delhi Crime follows the De&lhi *Pol#ice investigation into the finding of th$e men who ^pe#rpetrated this crime.","
            
    Stars:
Shefali Shah, 
Rajesh Tailang, 
Rasika Dugal, 
Anurag Arora
","15,928",50.0,
Titoudao,(2020),Draam,00,"
From a poor village girl to a famou^s wayang (Chinese Opera)@ star, Titoudao c$hronicles the colourful and turbulent life of celebrated$ wayang star Oon Ah Chiam. Born into% a poor family of 12 ...                See full summar#y »
","
            
    Stars:
Andie Chen, 
Joel Choo, 
Tasha Low, 
Nick Shen
",,60.0,
 Centaurworld,(2021– ),"Animation, dventure, Coxedy",00,"
Add a Plot
","
            
    Stars:
Parvesh Cheena, 
Chris Diamantopoulos, 
Megan Dong, 
Kimiko Glenn
",,,
 The Witcher,(2019– ),"AAction, Adventrue, Fanttasy",00,"
Add a Plot
","
    Director:
Sarah O'Gorman
| 
    Stars:
Graham McTavish, 
Anna Shaffer, 
Liz Carr, 
Simon Callow
",,,
 Zero Chill,(2021– ),"oCmedy, Drama, Facily",72,"
Team morale is at an all-time low, and Mac's suffering is at an all-time high. Ava makes a confession and Kayla begins her training with Elina.","
    Director:
Tessa Hoffe
| 
    Stars:
Grace Beedie, 
Dakota Taylor, 
Jeremias Amoore, 
Anastázie Chocholatá
",37,29.0,
Jo Koy: In His Elements,(2020 TV Special),Coedy,53,"
Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.","
    Director:
Michael McKay
| 
    Stars:
Fateeha, 
Joey Guila, 
Jo Koy, 
Llmind
",415,55.0,
Finding 'Ohana,(2021),"Actioon, Advennture, CComedy",61,"
A summer in rural O‘ahu takes an exciting turn for two Brooklyn-raised siblings when a journal pointing to long-lost treasure sets them on an epic adventure with new friends, and leads them to reconnect with their Hawaiian heritage.","
    Director:
Jude Weng
| 
    Stars:
Kea Peahu, 
Alex Aiono, 
Lindsay Watson, 
Owen Vaccaro
","8,280",123.0,
 Chichipatos,(2020– ),Coemdy,5.6,"
When a U.S.% federal agent shows up to extradite Juanquini, the local authorities^ - and *Juanquini#'s fami%ly$ - have decisions to# make.","
    Director:
Juan Camilo Pinzon
| 
    Stars:
Julián Cerati, 
Mariana Gómez, 
Júlio César Herrera, 
Yuriko Londoño
",7,,
Jigeum Uri Hakgyoneun,(2021– ),"Draa, Fatasy, Horroor",00,"
The st^ory of a gr%oup of students stuc%k in their school dur^ing a zombie apocalypse.","
            
    Stars:
Yi-Hyun Cho, 
Ji-hu Park, 
Park Solomon, 
In-soo Yoo
",,,
 The Blue Planet,(2001),Doccumentary,80,"
Endless blue stretc#hes in every direction. The sea *bed is a s&tag^gering eight kilome@ters deeper down and the neares$t island is 500 kilometers away. There is nothing *save the burning sun ...                See full summary »
","
            
    Stars:
David Attenborough, 
Pierce Brosnan
",634,48.0,
 Unsolved Mysteries,(2020– ),"DDocumentary, Crimee, Mysetry",71,"
A beauty #salon ow%ner and mother disappears with#out a trace and is later found deceased deep in the woods of Georgia. Many persons of interest come to lig^ht but no one is a&ble to ...            &    See ful^l summary »
","
    Director:
Jim Goldblum
| 
    Stars:
Pistol Black, 
Nancy Hunt, 
Rob Endres, 
Kyleen Kramer
","1,148",52.0,
Maz Jobrani: Immigrant,(2017 TV Special),Comeddy,67,"
In this very funny comedy show, Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics. During the show he talks ...                See full summary »
","
    Director:
Maz Jobrani
| 
    Star:
Maz Jobrani
",772,112.0,
 Grand Army,(2020),Drmaa,83,"
Dom, Joey and Sid find some release. After helping to# lead the Black Student Union sit-in, Jayson stuns the crowd at his Lincoln Centre performance.","
    Director:
Clement Virgo
| 
    Stars:
Odessa A’zion, 
Odley Jean, 
Amir Bageria, 
Maliq Johnson
",128,71.0,
Brave Blue World,(2019),Documentary,67,"
Brave Blue World is a documentary that paints an optimistic picture of how humanity is adopting new technologies and innovations to re-think how water is managed.","
    Directors:
Tim Neeves, 
Alexander Whittle
| 
    Stars:
Liam Neeson, 
Matt Damon, 
Jaden Smith, 
Sanmit Ahuja
",658,50.0,
High Strange New Mexico,(1997),Documencary,75,"
Starting from the premise that New Mexico holds a u$nique pla&c^e in the annals of UFO history, journal%ist Anthony DellaFlora and documentary f%ilmmaker Jame$s Lujan delve into the s*ta$te's ...                See full summary »
","
    Director:
James Lujan
",7,112.0,
Gore Vidal: The United States of Amnesia,(2013),"DDocumentary, Bigraphy, Hsitory",77,"
This is an unashamedly o#pinionated film. In Gore Vidal's America, the political coup has already happened. The right h$ave triu*mphe*d and the human values of the liberals have been consigned ...            %    See full summary& »
","
    Director:
Nicholas D. Wrathall
| 
    Stars:
Gore Vidal, 
Howard Auster, 
James Best, 
Karen Black
","1,243",83.0,$0.13M
The Honeymoon Stand-Up Special,(2018– ),Comudy,69,"
Hus$band-an%d-wife comics Moshe Kasher& and Natasha Legger^o share their terror and reluctance on becoming new parents; she wonders why men are nee^ded at this point; he recalls a story from hi^s...                See full sum$mary »
","
            
    Stars:
Moshe Kasher, 
Natasha Leggero
",484,31.0,
 Street Food: Asia,(2019),Documetary,79,"
The food stalls at Gwangjang Market showcase some of Sout&h Ko&rea&'s beloved old favori%tes, from s*oy-marinated crabs to knife-cu*t noodles.","
            
    Star:
Daniel Lee Gray
",152,,
Kevin Hart's Guide to Black History,(2019 TV Movie),Comeyd,55,"
Kevin Hart highlights the fascinat%ing cont^ributions of black history's unsung heroes in t&his entertaining and educational comedy special.","
    Director:
Tom Stern
| 
    Stars:
Steve Agee, 
Derek Basco, 
Brad Berryhill, 
Kirk Bovill
","1,257",62.0,
 Fauda,(2015– ),"Action, Dcama, Thrilqer",80,"
Jihad a@nd Bash#ar l&ead their ""assets"" to Hanni El-Jaabari in Gaza. This saves Bashar's life but he realizes that he is trapped. On the* Israeli side, Doron is on the# verge %of despair and ...                See @full *su@mmary »
","
    Director:
Rotem Shamir
| 
    Stars:
Lior Raz, 
Ala Dakka, 
Itzik Cohen, 
Yaakov Zada Daniel
",244,46.0,
The Hall: Honoring the Greats of Stand-Up,,Comdey,00,"
Celebrating the greats in ^stand-up comedy field, a space for comedy lovers to come together.","
",,,
Rats,(II) (2016),"Dvcumentary, Horrror",65,"
A history of rat infestations in major cities throughout the& world.","
    Director:
Morgan Spurlock
| 
    Stars:
Ed Sheehan, 
Bobby Corrigan, 
Rick Simeone, 
Dr. Michael Blum
","1,461",84.0,
Luna Nera,(2020– ),"rama, Fatasy, Thrriller",56,"
A group of women are suspected of witchcraft in 17t@h century Italy.","
            
    Stars:
Antonia Fotaras, 
Giorgio Belli, 
Gloria Carovana, 
Giandomenico Cupaiuolo
","2,533",43.0,
Grass Is Greener,(2019),Doumentary,7.1,"
#A look at America*'s complicated% r&elationship with c&annabis.","
    Director:
Fab 5 Freddy
| 
    Stars:
B-Real, 
Steven Hager, 
Damian Marley, 
Snoop Dogg
","1,178",97.0,
Disparu à jamais,(2021),"Criime, Draam, Mystexy",00,"
Guillaume thought he had drawn a line# under the terrible tragedy which saw the two people he loved the most die. Ten years later, Jud#ith, whose love has made his life worth living again, suddenly disappears during his mother's funeral.","
            
    Stars:
Bojesse Christopher, 
Grégoire Colin, 
Nicolas Duvauchelle, 
Guillaume Gouix
",,,
Human: The World Within,(2021– ),Dcumentary,68,"
Diverse personal st&ories from around the world reveal how lives, pa#ssions and goals are f^acili%tated %by the human body's various complex systems; narrator Jad Abumrad.","
            
    Star:
Jad Abumrad
",422,,
 The Boondocks,(2005–2014),"Animation, Acpion, Comedy",83,"
When Granddad and Ed Wuncler open a soul-food restaurant, it ends up having a terr@ible effect on@ Woodcrest.","
    Directors:
Joe Horne, 
Lesean Thomas
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",301,20.0,
Sicak kafa,,"Adventuree, Dama, Mystery",00,"
I$n a world sh*aken by an epidemic of madnes&s that spreads through language and speech, a former linguist Murat Siyavus wh%o has been at a long* lasting hideout, is t%he only person m@ysteriously...                See full summary »
","
            
    Stars:
Erdem Akakçe, 
Arda Aranat, 
Hakan Gerçek, 
Sebnem Hassanisoughi
",,,
Petualangan Sherina,(2000),"dAventure, Comedy, Drrama",78,"
Adve#nture of a little girl who just moved to a new town and meet a# new friends.","
    Director:
Riri Riza
| 
    Stars:
Sherina Munaf, 
Derby Romero, 
Didi Petet, 
Ucy Nurul
",756,112.0,
Moving Art: Deserts,(2014),"Documentary, Short",85,"
Filmmaker Louie Schwartzberg takes viewers to the scenic Four Corners region of America, where the night stars shine as brightly as the day's sun.","
    Director:
Louie Schwartzberg
",150,25.0,
Pelican Dreams,(2014),Documenatry,6.8,"
Judy Ir&vin*g (""The *Wild Parrots of Telegraph Hill"") follows a wayward# C^alifornia pelican from her ""arrest"" on the Golden #Gate Bridge into c@are a$t a rehab facility and e*xplores# nesting ...                See full summary »
","
    Director:
Judy Irving
| 
    Stars:
Mark Bittner, 
Laura Corsiglia, 
Jacky Douglas, 
Laurie Harvey
",144,80.0,
Enter the Anime,(2019),Docuentary,2.5,"
It is a documentary aimed at newcomers to anime, and follows anime newbie, Alex Burunova, as she dives into the mysterious world of the genre. The documentary features some of the biggest ...                See full summary »
","
    Director:
Alex Burunova
| 
    Stars:
Shinji Aramaki, 
Kôzô Morishita, 
Tania Nolan, 
Adi Shankar
","1,540",58.0,
