MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Cooking with Paris,(2021– ),Reality-TV  ,0.0  ,Paris Hilton can cook kind of And shes turning the traditional cooking show upside down Shes not a trained chef and shes not trying to be  ,"
            
    Star:
Paris Hilton
",,,
Summertime,(2020– ),"Drama, Romance",10.0,A modern love story set during a summer on the Adriatic coast An undeniable attraction unites Ale and Summer two people from very different worlds,"
            
    Stars:
Rebecca Coco Edogamhe, 
Ludovico Tersigni, 
Amanda Campana, 
Andrea Lattanzi
","2,111",40.0,
DeRay Davis: How to Act Black,(2017 TV Special),Comedy  ,10.0  ,Dynamic comic DeRay Davis hits the stage like a ball of fire nailing the finer points of living dating and handling show business as a black man.  ,"
    Director:
Marcus Raboy
| 
    Star:
DeRay Davis
",405,66.0,
 How to Sell Drugs Online (Fast),(2019– ),"Comedy, Crime, Drama  ",10.0  ,Things begin to unravel the day after the party and Moritz is forced to turn to his rival for help Lisa has a change of heart.  ,"
    Director:
Arne Feldhusen
| 
    Stars:
Maximilian Mundt, 
Danilo Kamperidis, 
Lena Klenke, 
Damian Hardung
",796,28.0,
 The Salisbury Poisonings,(2020),"Drama, History, Thriller  ",10.0  ,Several months later Charlie fatefully rummages through a charity bin and finds what looks like a perfume bottle but is actually a container full of Novichok.  ,"
    Director:
Saul Dibb
| 
    Stars:
Anne-Marie Duff, 
Judah Cousin, 
Annabel Scholey, 
Rafe Spall
",207,59.0,
Danur: I Can See Ghosts,(2017),Horror  ,10.0  ,This movie follows the story of a girl who befriends with 3 ghosts.  ,"
    Director:
Awi Suryadi
| 
    Stars:
Prilly Latuconsina, 
Sandrinna Michelle, 
Shareefa Daanish, 
Asha Kenyeri Bermudez
",740,74.0,
Romaenseuneun Byulchaekboorok,(2019),Romance,10.0,Cha Eun Ho is a successful and handsome writer who is also the youngest chief editor at a publishing company He has a calm demeanor and remains reasonable at work He then becomes involved See full summary,"
            
    Stars:
Lee Na-Young, 
Lee Jong-Suk, 
Jeong Eu-Gene, 
Wi Ha-Joon
","3,704",62.0,
Saborîman Kantarô,(2017– ),"Adventure, Comedy, Drama  ",10.0  ,A stoic book salesman leads a double life as he plays hooky from work to write his sweets blog In his journey to attain a glimpse of sweets heaven Kantaro samples various Japanese and Western sweets  ,"
            
    Stars:
Matsuya Onoe, 
Ren Ishikawa, 
Sarutoki Minagawa, 
Hiroyuki Onoue
",710,24.0,
 The Drew Barrymore Show,(2020– ),Talk-Show  ,0.0  ,Drew will interviews Jason Sudeikis Plus Drew has talks to Two Funny Mamas and Drew has gives her curated picks for your weekend in The Weekend  ,"
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Jason Sudeikis, 
Gigi Lucas, 
Sherri Shepherd
",,43.0,
Qucksand,,Thriller  ,0.0  ,Add a Plot  ,"
",,,
 The Midnight Gospel,(2020– ),"Animation, Adventure, Comedy  ",10.0  ,Clancy zaps to an underwater planet where he crosses paths with Darryl a student of ceremonial magic and the path to enlightenment  ,"
    Directors:
Pendleton Ward, 
Mike L. Mayfield
| 
    Stars:
Joey Diaz, 
Damien Wayne Echols, 
Phil Hendrie, 
Doug Lussenhop
",842,25.0,
Hummingbird,(I) (2013),"Action, Crime, Drama",10.0,A damaged exspecial forces soldier navigating Londons criminal underworld seizes an opportunity to assume another mans identity,"
    Director:
Steven Knight
| 
    Stars:
Jason Statham, 
Agata Buzek, 
Vicky McClure, 
Benedict Wong
","68,546",100.0,$0.03M
Nuestra Lucha Libre,(2018),Documentary  ,10.0  ,The daily lives of prominent and revered wrestlers offer us an insight into the characters beneath the masks.  ,"
            
    Stars:
Negro Casas, 
Atlantis, 
Ultimo Guerrero, 
Shigeo Okumura
",29,28.0,
 Dark,(2017–2020),"Crime, Drama, Mystery  ",10.0  ,"Jonas meets an ominous figure. While the kids comb the cave for answers, the adults gather in the bunker to share what they know about the travelers.  ","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Helena Pieske, 
Lisa Vicari, 
Sylvester Groth
","11,202",60.0,
The Debt Collector,(2018),"Action, Comedy  ",5.8  ,"A classically-trained martial artist goes to work as a mob debt collector. The job seems easy enough, until a client drags him into a situation deeper than could ever be anticipated.  ","
    Director:
Jesse V. Johnson
| 
    Stars:
Scott Adkins, 
Louis Mandylor, 
Vladimir Kulich, 
Tony Todd
","6,619",95.0,
 Julie and the Phantoms,(2020– ),"Comedy, Drama, Family  ",8.8  ,"Julie's performance makes a big splash, and the guys try to convince her to join Sunset Curve - but she'll have to come clean to Flynn first.  ","
    Director:
Paul Becker
| 
    Stars:
Madison Reyes, 
Charlie Gillespie, 
Owen Joyner, 
Jeremy Shada
",401,28.0,
Chasing Cameron,(2016– ),Reality-TV,3.7,"The series centers around Cameron Dallas, a social media influencer, best known for his Vine videos. The half-hour episodes show Cameron, and Magcon members' road to stardom. Co-stars tour members and Dallas' immediate family members.","
            
    Stars:
Trey Schafer, 
Lee Westwick, 
Aaron Carpenter, 
Cameron Dallas
",490,31.0,
Cain and Abel,(2009),"Action, Drama, Romance  ",10.0  ,"Based on the biblical story of Adam and Eves first two sons, Cain and Abel is about Cains jealousy towards his brother Abel. Lee Cho In is a very gifted doctor who has everything that he ...                See full summary »  ","
            
    Stars:
So Ji-seob, 
Hyeon-jun Shin, 
Han Ji-min, 
Jeong-an Chae
",235,,
Dark,(2017–2020),"Crime, Drama, Mystery  ",8.8  ,"A family saga with a supernatural twist, set in a German town, where the disappearance of two young children exposes the relationships among four families.  ","
            
    Stars:
Louis Hofmann, 
Karoline Eichhorn, 
Lisa Vicari, 
Maja Schöne
","312,629",60.0,
 Stranger Things,(2016– ),"Drama, Fantasy, Horror  ",0.0  ,Add a Plot  ,"
    Directors:
Matt Duffer, 
Ross Duffer
| 
    Stars:
David Harbour, 
Finn Wolfhard, 
Millie Bobby Brown, 
Sadie Sink
",,,
 Magic for Humans,(2018– ),"Comedy, Reality-TV  ",10.0  ,"Traditions dont need to make sense, they just need to bring us joy. Justin takes on his favorite traditions by becoming the tooth fairy, becoming one with a pinata and learning the proper ways to consume and drop food.  ","
    Directors:
Adam Franklin, 
Dave Paige
| 
    Stars:
Justin Willman, 
Jennifer Dezell, 
Bodhi Dell, 
Nyjo Brennen
",41,,
 Son of Abish,(2014– ),"Comedy, Talk-Show",0.0,"On this episode of Son of Abish, Abish wishes you a happy new year and then goes on to play some party games - without alcohol, but with great guests.","
            
    Stars:
Abish Mathew, 
Tanmay Bhat, 
Ahsaas Channa, 
Abhyudaya Mohan
",,43.0,
 Warrior Nun,(2020– ),"Action, Drama, Fantasy  ",10.0  ,"In shock over the contents of the tomb, Ava no longer knows what or who to believe as she tries to divine the true history of the halo.","
    Director:
Simon Barry
| 
    Stars:
Alba Baptista, 
Toya Turner, 
Thekla Reuten, 
Lorena Andrea
",885,42.0,
Maoyuu Maou Yuusha,(2013– ),"Animation, Fantasy, Romance  ",7.0  ,"After a long and treacherous journey, our Hero finally arrives at the Dark Ladys castle only to find himself being asked for help. The Hero explains how the war that the demons have ...                See full summary","
            
    Stars:
Makiko Fujii, 
Misato Fukuen, 
Banjô Ginga, 
Takaya Hashi
",495,23.0,
An Affair to Die For,(2019),"Horror, Thriller  ",4.8  ,"A secret rendezvous. A man cheats on his wife. A woman cheats on her husband. And then everything goes bad quickly.","
    Director:
Víctor García
| 
    Stars:
Claire Forlani, 
Amy Dincuff, 
Nathan Cooper, 
Titus Welliver
","1,853",82.0,
A Very Murray Christmas,(2015 TV Special),"Comedy, Music, Musical  ",5.5  ,"Bill Murray worries no one will show up to his TV show due to a terrible snowstorm in New York City.","
    Director:
Sofia Coppola
| 
    Stars:
Bill Murray, 
Paul Shaffer, 
Michael Cera, 
George Clooney
","14,605",56.0,
Great Men Academy,(2019),"Comedy, Fantasy, Romance",7.6,"An ordinary girl named LOVE helps saving an injured unicorn and is granted a wish in return. She asks for a true love, hopefully from VIER, the 2 times Great Men Academys greatest. Instead...                See full summary","
            
    Stars:
Teeradon Supapunpinyo, 
Kritsanapoom Pibulsonggram, 
Paris Intarakomalyasut, 
Jackrin Kungwankiatichai
",76,60.0,
 Riverdale,(2017– ),"Crime, Drama, Mystery  ",7.4  ,"Worried about his future after high school, Archie seeks advice from Hiram Veronica begins to spiral Jughead confronts a critical accusation.  ","
    Director:
Claudia Yarmy
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
",692,42.0,
 Next in Fashion,(2020),Reality-TV  ,7.5  ,Go big and bold or go home Prints polarize the contestants as they break out new patterns and reflect on their origins with judge Prabal Gurung.  ,"
            
    Stars:
Alexa Chung, 
Tan France, 
Marco Morante, 
Livia Pillmann
",98,,
 F Is for Family,(2015– ),"Animation, Comedy, Drama  ",7.6  ,Eager to make his mark as an alderman Rosie heads to City Hall only to find out the crooked mayor has his own plans for the Twelfth Ward.  ,"
    Directors:
Sylvain Lavoie, 
Rich Wilkie
| 
    Stars:
Bill Burr, 
Laura Dern, 
Justin Long, 
Debi Derryberry
",375,27.0,
Sudden Fear,(1952),"Film-Noir, Thriller  ",7.5  ,After an ambitious actor insinuates himself into the life of a wealthy middle-aged playwright and marries her he plots with his mistress to murder her.  ,"
    Director:
David Miller
| 
    Stars:
Joan Crawford, 
Jack Palance, 
Gloria Grahame, 
Bruce Bennett
","5,679",110.0,
 Bleach: Burîchi,(2004–2012),"Animation, Action, Adventure",7.7,Fifteen-year-old Ichigo Kurosaki has the uncanny ability to see ghosts but that seems pretty run-of-the-mill once Shinigami Rukia Kuchiki enters his life.,"
    Director:
Noriyuki Abe
| 
    Stars:
Masakazu Morita, 
Fumiko Orikasa, 
Toshiyuki Morikawa, 
Rie Kugimiya
",431,24.0,
 Riverdale,(2017– ),"Crime, Drama, Mystery  ",10.0  ,"When a night in the woods goes horribly awry, Betty, Archie and Veronica are forced to confront what one of them may be capable of.  ","
    Director:
James DeWille
| 
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
",769,42.0,
 Fate: The Winx Saga,(2021– ),"Action, Adventure, Drama  ",0.0  ,Add a Plot  ,"
            
    Stars:
Freddie Thorp, 
Sadie Soverall, 
Theo Graham, 
Jacob Dudman
",,,
Lavell Crawford: Can a Brother Get Some Love,(2011 TV Special),"Documentary, Comedy  ",7.0  ,"Lavell Crawford is quickly climbing the comedic ranks, taking second place in NBCs Last Comic Standing, he one of the fastest rising stars in Comedy. In Can a Brother Get Some Love ... See full summary  ","
    Director:
Michael Drumm
| 
    Stars:
Lavell Crawford, 
Kareem Taylor
",213,81.0,
Enola Holmes 2,,"Action, Adventure, Crime  ",0.0  ,Sequel of Sherlock Holmes rebellious teen sister Enola.  ,"
    Director:
Harry Bradbeer
| 
    Stars:
Millie Bobby Brown, 
Henry Cavill
",,,
Nueva serie de Daniel Sánchez Arévalo,,Drama,0.0,An exciting story of friendship and perseverance.,"
",,,
 I Am Not Okay with This,(2020),"Comedy, Drama, Fantasy  ",7.6  ,After Dina ditches her for Brad Syd spends the afternoon with Stan and learns there's more to him than she thought  ,"
    Director:
Jonathan Entwistle
| 
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
","1,610",20.0,
Bullet Head,(2017),"Crime, Drama, Thriller  ",5.4  ,Three career criminals find themselves trapped in a warehouse with the law closing in and an even worse threat waiting inside a nigh unstoppable killer dog  ,"
    Director:
Paul Solet
| 
    Stars:
Adrien Brody, 
Antonio Banderas, 
John Malkovich, 
Rory Culkin
","9,317",93.0,
 The Queen's Gambit,(2020),Drama  ,8.5  ,After training with Benny in New York Beth heads to Paris for her rematch with Borgov But a wild night sends her into a selfdestructive spiral  ,"
    Director:
Scott Frank
| 
    Stars:
Anya Taylor-Joy, 
Thomas Brodie-Sangster, 
Moses Ingram, 
Harry Melling
","7,538",60.0,
Kabaneri of the Iron Fortress: Unato Decisive Battle,(2019),"Animation, Action, Adventure  ",6.8  ,The film chronicles the attempt of the team to stake back Unato castle  ,"
    Director:
Tetsurô Araki
| 
    Stars:
Tasuku Hatanaka, 
Sayaka Senbongi, 
Maaya Uchida, 
Toshiki Masuda
",924,82.0,
The Umbrella Academy,(2019– ),"Action, Adventure, Comedy",8.0,A family of former child heroes now grown apart must reunite to continue to protect the world,"
            
    Stars:
Elliot Page, 
Tom Hopper, 
David Castañeda, 
Emmy Raver-Lampman
","175,513",60.0,
 The Dragon Prince,(2018– ),"Animation, Adventure, Drama  ",8.7  ,Rayla returns home to an alarming discovery the Sunfire elves decide Amayas fate and Claudia confronts her father.  ,"
    Director:
Villads Spangsberg
| 
    Stars:
Rena Anakwe, 
Racquel Belmonte, 
Paula Burrows, 
Brenda Crichlow
",435,,
 Poketto monsutâ,(1997– ),"Animation, Action, Adventure  ",10.0  ,After the teams finds an exhausted Piplup they set out for Snowpoint City in the Sinnoh region to reunite it with its trainer Team Rocket follows.  ,"
            
    Stars:
Sarah Natochenny, 
Zeno Robinson, 
Casey Mongillo, 
Cherami Leigh
",47,21.0,
 La casa de papel,(2017–2021),"Action, Crime, Mystery  ",0.0  ,Add a Plot  ,"
",,,
Delhi Crime,(2019– ),"Crime, Drama  ",10.0  ,Based on the Nirbhaya case Delhi Crime follows the Delhi police investigation into the finding of the men who perpetrated this crime.  ,"
            
    Stars:
Shefali Shah, 
Rajesh Tailang, 
Rasika Dugal, 
Anurag Arora
","15,928",50.0,
Titoudao,(2020),Drama,0.0,From a poor village girl to a famous wayang Chinese Opera star Titoudao chronicles the colourful and turbulent life of celebrated wayang star Oon Ah Chiam Born into a poor family of 12 See full summary,"
            
    Stars:
Andie Chen, 
Joel Choo, 
Tasha Low, 
Nick Shen
",,60.0,
 Centaurworld,(2021– ),"Animation, adventure, Comedy  ",0.0  ,Add a Plot  ,"
            
    Stars:
Parvesh Cheena, 
Chris Diamantopoulos, 
Megan Dong, 
Kimiko Glenn
",,,
 The Witcher,(2019– ),"Action, Adventure, Fantasy  ",0.0  ,Add a Plot  ,"
    Director:
Sarah O'Gorman
| 
    Stars:
Graham McTavish, 
Anna Shaffer, 
Liz Carr, 
Simon Callow
",,,
 Zero Chill,(2021– ),"Comedy, Drama, Family  ",7.2  ,Team morale is at an alltime low and Macs suffering is at an alltime high Ava makes a confession and Kayla begins her training with Elina  ,"
    Director:
Tessa Hoffe
| 
    Stars:
Grace Beedie, 
Dakota Taylor, 
Jeremias Amoore, 
Anastázie Chocholatá
",37,29.0,
Jo Koy: In His Elements,(2020 TV Special),Comedy  ,5.3  ,Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians DJs and hiphop dancers  ,"
    Director:
Michael McKay
| 
    Stars:
Fateeha, 
Joey Guila, 
Jo Koy, 
Llmind
",415,55.0,
Finding 'Ohana,(2021),"Action, Adventure, Comedy",6.1,A summer in rural Oahu takes an exciting turn for two Brooklynraised siblings when a journal pointing to longlost treasure sets them on an epic adventure with new friends and leads them to reconnect with their Hawaiian heritage,"
    Director:
Jude Weng
| 
    Stars:
Kea Peahu, 
Alex Aiono, 
Lindsay Watson, 
Owen Vaccaro
","8,280",123.0,
 Chichipatos,(2020– ),Comedy  ,5.6  ,When a US federal agent shows up to extradite Juanquini the local authorities and Juanquinis family have decisions to make.  ,"
    Director:
Juan Camilo Pinzon
| 
    Stars:
Julián Cerati, 
Mariana Gómez, 
Júlio César Herrera, 
Yuriko Londoño
",7,,
Jigeum Uri Hakgyoneun,(2021– ),"Drama, Fantasy, Horror  ",0.0  ,The story of a group of students stuck in their school during a zombie apocalypse.  ,"
            
    Stars:
Yi-Hyun Cho, 
Ji-hu Park, 
Park Solomon, 
In-soo Yoo
",,,
 The Blue Planet,(2001),Documentary  ,10.0  ,Endless blue stretches in every direction The sea bed is a staggering eight kilometers deeper down and the nearest island is 500 kilometers away There is nothing save the burning sun See full summary  ,"
            
    Stars:
David Attenborough, 
Pierce Brosnan
",634,48.0,
 Unsolved Mysteries,(2020– ),"Documentary, Crime, Mystery  ",10.0  ,A beauty salon owner and mother disappears without a trace and is later found deceased deep in the woods of Georgia Many persons of interest come to light but no one is able to See full summary  ,"
    Director:
Jim Goldblum
| 
    Stars:
Pistol Black, 
Nancy Hunt, 
Rob Endres, 
Kyleen Kramer
","1,148",52.0,
Maz Jobrani: Immigrant,(2017 TV Special),Comedy,10.0,In this very funny comedy show Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics During the show he talks See full summary,"
    Director:
Maz Jobrani
| 
    Star:
Maz Jobrani
",772,112.0,
 Grand Army,(2020),Drama  ,10.0  ,Dom Joey and Sid find some release After helping to lead the Black Student Union sit-in Jayson stuns the crowd at his Lincoln Centre performance  ,"
    Director:
Clement Virgo
| 
    Stars:
Odessa A’zion, 
Odley Jean, 
Amir Bageria, 
Maliq Johnson
",128,71.0,
Brave Blue World,(2019),Documentary  ,10.0  ,Brave Blue World is a documentary that paints an optimistic picture of how humanity is adopting new technologies and innovations to re-think how water is managed  ,"
    Directors:
Tim Neeves, 
Alexander Whittle
| 
    Stars:
Liam Neeson, 
Matt Damon, 
Jaden Smith, 
Sanmit Ahuja
",658,50.0,
High Strange New Mexico,(1997),Documentary  ,7.5  ,Starting from the premise that New Mexico holds a unique place in the annals of UFO history journalist Anthony DellaFlora and documentary filmmaker James Lujan delve into the states See full summary  ,"
    Director:
James Lujan
",7,112.0,
Gore Vidal: The United States of Amnesia,(2013),"Documentary, Biography, History  ",7.7  ,This is an unashamedly opinionated film In Gore Vidal's America the political coup has already happened The right have triumphed and the human values of the liberals have been consigned See full summary  ,"
    Director:
Nicholas D. Wrathall
| 
    Stars:
Gore Vidal, 
Howard Auster, 
James Best, 
Karen Black
","1,243",83.0,$0.13M
The Honeymoon Stand-Up Special,(2018– ),Comedy,6.9,Husband and wife comics Moshe Kasher and Natasha Leggero share their terror and reluctance on becoming new parents she wonders why men are needed at this point he recalls a story from his See full summary,"
            
    Stars:
Moshe Kasher, 
Natasha Leggero
",484,31.0,
 Street Food: Asia,(2019),Documentary  ,8.0  ,"The food stalls at Gwangjang Market showcase some of South Koreas beloved old favorites, from soymarinated crabs to knifecut noodles.  ","
            
    Star:
Daniel Lee Gray
",152,,
Kevin Hart's Guide to Black History,(2019 TV Movie),Comedy  ,5.5  ,Kevin Hart highlights the fascinating contributions of black historys unsung heroes in this entertaining and educational comedy special.  ,"
    Director:
Tom Stern
| 
    Stars:
Steve Agee, 
Derek Basco, 
Brad Berryhill, 
Kirk Bovill
","1,257",62.0,
 Fauda,(2015– ),"Action, Drama, Thriller  ",8.0  ,"Jihad and Bashar lead their assets to Hanni ElJaabari in Gaza. This saves Bashars life but he realizes that he is trapped. On the Israeli side, Doron is on the verge of despair and ... See full summary  ","
    Director:
Rotem Shamir
| 
    Stars:
Lior Raz, 
Ala Dakka, 
Itzik Cohen, 
Yaakov Zada Daniel
",244,46.0,
The Hall: Honoring the Greats of Stand-Up,,Comedy  ,0.0  ,"Celebrating the greats in standup comedy field, a space for comedy lovers to come together.  ","
",,,
Rats,(II) (2016),"Documentary, Horror",6.5,A history of rat infestations in major cities throughout the world.,"
    Director:
Morgan Spurlock
| 
    Stars:
Ed Sheehan, 
Bobby Corrigan, 
Rick Simeone, 
Dr. Michael Blum
","1,461",84.0,
Luna Nera,(2020– ),"drama, Fantasy, Thriller  ",10.0  ,A group of women are suspected of witchcraft in 17th century Italy.  ,"
            
    Stars:
Antonia Fotaras, 
Giorgio Belli, 
Gloria Carovana, 
Giandomenico Cupaiuolo
","2,533",43.0,
Grass Is Greener,(2019),Documentary  ,7.1  ,A look at Americas complicated relationship with cannabis.  ,"
    Director:
Fab 5 Freddy
| 
    Stars:
B-Real, 
Steven Hager, 
Damian Marley, 
Snoop Dogg
","1,178",97.0,
Disparu à jamais,(2021),"Crime, Drama, Mystery  ",0.0  ,"Guillaume thought he had drawn a line under the terrible tragedy which saw the two people he loved the most die. Ten years later, Judith, whose love has made his life worth living again, suddenly disappears during his mothers funeral.  ","
            
    Stars:
Bojesse Christopher, 
Grégoire Colin, 
Nicolas Duvauchelle, 
Guillaume Gouix
",,,
Human: The World Within,(2021– ),Documentary  ,10.0  ,"Diverse personal stories from around the world reveal how lives, passions and goals are facilitated by the human bodys various complex systems; narrator Jad Abumrad.  ","
            
    Star:
Jad Abumrad
",422,,
 The Boondocks,(2005–2014),"Animation, Action, Comedy",10.0,"When Granddad and Ed Wuncler open a soulfood restaurant, it ends up having a terrible effect on Woodcrest.","
    Directors:
Joe Horne, 
Lesean Thomas
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",301,20.0,
Sicak kafa,,"Adventure, Drama, Mystery  ",0.0  ,I n a world shaken by an epidemic of madness that spreads through language and speech a former linguist Murat Siyavus who has been at a long lasting hideout is the only person mysteriously See full summary ,"
            
    Stars:
Erdem Akakçe, 
Arda Aranat, 
Hakan Gerçek, 
Sebnem Hassanisoughi
",,,
Petualangan Sherina,(2000),"Adventure, Comedy, Drama  ",10.0  ,Adventure of a little girl who just moved to a new town and meet a new friends ,"
    Director:
Riri Riza
| 
    Stars:
Sherina Munaf, 
Derby Romero, 
Didi Petet, 
Ucy Nurul
",756,112.0,
Moving Art: Deserts,(2014),"Documentary, Short  ",10.0  ,Filmmaker Louie Schwartzberg takes viewers to the scenic Four Corners region of America where the night stars shine as brightly as the days sun ,"
    Director:
Louie Schwartzberg
",150,25.0,
Pelican Dreams,(2014),Documentary  ,6.8  ,Judy Irvin g The Wild Parrots of Telegraph Hill follows a wayward California pelican from her arrest on the Golden Gate Bridge into care at a rehab facility and explores nesting See full summary ,"
    Director:
Judy Irving
| 
    Stars:
Mark Bittner, 
Laura Corsiglia, 
Jacky Douglas, 
Laurie Harvey
",144,80.0,
Enter the Anime,(2019),Documentary,2.5,It is a documentary aimed at newcomers to anime and follows anime newbie Alex Burunova as she dives into the mysterious world of the genre The documentary features some of the biggest See full summary,"
    Director:
Alex Burunova
| 
    Stars:
Shinji Aramaki, 
Kôzô Morishita, 
Tania Nolan, 
Adi Shankar
","1,540",58.0,
 Space Force,(2020– ),Comedy  ,10.0  ,"With the launch just days away, General Naird copes with an unprepared crew. Captain Ali searches for the perfect words, and Erin visits her mom.  ","
    Director:
Daina Reid
| 
    Stars:
Steve Carell, 
John Malkovich, 
Ben Schwartz, 
Diana Silvers
","1,536",35.0,
 Desenfrenadas,(2020– ),"Comedy, Drama  ",10.0  ,"Carlota, Rocío and Vera attempt to find and save Marcela but get themselves into a dangerous situation in the process.  ","
    Director:
Diego Martínez Ulanosky
| 
    Stars:
Tessa Ia, 
Bárbara López, 
Lucía Uribe, 
Coty Camacho
",29,,
Being Napoleon,(2018),Documentary  ,5.3  ,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.  ","
    Directors:
Jesse Handsher, 
Olivier Roland
",104,88.0,
 Rhythm + Flow,(2019– ),"Music, Reality-TV  ",10.0  ,Add a Plot  ,"
    Director:
Sam Wrench
| 
    Stars:
2'Live Bre, 
Troy Curry, 
Christopher Miller
",64,,
Meet the Mormons,(2014),Documentary,6.8,"Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latterday Saints. Filmed on location and across the globe, Meet the Mormons takes ... See full summary","
    Director:
Blair Treu
| 
    Stars:
Jermaine Sullivan, 
Ken Niumatalolo, 
Carolina Muñoz Marin, 
Bishnu Adhikari
","1,973",78.0,$5.88M
Dolly Parton's Heartstrings,(2019– ),"comedy, drama, music  ",10.0  ,8 of singer songwriter Dolly Parton's most famous songs are brought to life in 8 different episodes.  ,"
            
    Stars:
Dolly Parton, 
Delta Burke, 
Julianne Hough, 
Melissa Leo
","1,920",62.0,
Jim Jefferies: BARE,(2014 TV Special),comedy  ,10.0  ,Covers topics from gun control to family values.  ,"
    Director:
Shannon Hartman
| 
    Star:
Jim Jefferies
","5,128",77.0,
 The Circle,(2020– ),"game-show, reality-TV  ",10.0  ,Two new players join the Circle just in time for trivia night following a competitive match Sammie makes an emotional reveal.  ,"
            
    Stars:
Michelle Buteau, 
Miranda Bissonnette, 
Sammie Cimarelli, 
Bill Cranley
",140,53.0,
Connected,,documentary  ,0.0  ,Exploring the intricate and surprising connections that exist between ourselves the Earth and even the universe.  ,"
            
    Star:
Latif Nasser
",,,
Bhaage Re Mann,,comedy,0.0,Padmini has run away from conforming to her duties all her life What happens when she comes home to her brother's house and tragedy strikes Something for which she feels guilty Will be See full summary,"
            
    Stars:
Ved Thappar, 
Nupur Alankar, 
Kanika Shivpuri, 
Arshima Thapar
",,,
 Scams,(2019– ),"Action, Crime, Drama  ",0.0  ,Add a Plot  ,"
            
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",,,
Rodeo & Juliet,(2015),"Drama, Family, Romance  ",10.0  ,Bigcity girl goes to the country and meets a special horse and young cowboy who teaches her to barrel race while her mother reconnects with a local rancher she was in love with 20 years earlier.  ,"
    Director:
Thadd Turner
| 
    Stars:
Krista Allen, 
Tim Abell, 
Nadine Crocker, 
Zeb Halsell
",987,88.0,
Full House,(1987–1995),"Comedy, Drama, Family  ",10.0  ,A widowed broadcaster raises his three daughters with assistance from his rocknroll brotherinlaw and his madcap best friend.  ,"
            
    Stars:
Bob Saget, 
John Stamos, 
Dave Coulier, 
Candace Cameron Bure
","54,419",22.0,
Paddleton,(2019),"Comedy, Drama  ",10.0  ,An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.  ,"
    Director:
Alex Lehmann
| 
    Stars:
Christine Woods, 
Mark Duplass, 
Ray Romano, 
Jen Sung
","12,331",89.0,
 Kipo and the Age of Wonderbeasts,(2020),"Animation, Action, Adventure",7.9,Kipo flies off to find Scarlemagne and save her father But first shell have to go through an old friend Time to learn Timbercat survival skills.,"
    Director:
Chase Conley
| 
    Stars:
Karen Fukuhara, 
Sydney Mikayla, 
Deon Cole, 
Coy Stewart
",114,,
I Love You from 38000 Feet,(2016),"Drama, Romance  ",10.0  ,"Aletta Michelle Ziudith meets Arga Rizky Nazar in Bali and they fall head over heels in love. They spent every moment together. When they return to Jakarta, Arga promises to find her and marry her. But he never shows up anymore.","
    Director:
Asep Kusdinar
| 
    Stars:
Michelle Ziudith, 
Rizky Nazar, 
Tanta Ginting, 
Derby Romero
",142,102.0,
 Prank Encounters,(2019– ),"Comedy, Horror, Reality TV  ",10.0  ,A curator and warehouse worker hired on at a museum found that the new Egyptian exhibit really does make the past come alive.,"
    Director:
Anthony Gonzales
| 
    Stars:
Gaten Matarazzo, 
David Storrs, 
Cathy Shim, 
Gabriel Pimentel
",97,,
Hamlet,(VIII),Comedy  ,0.0  ,A modern adaptation of Shakespeares Hamlet set in London.,"
            
    Star:
Riz Ahmed
",,,
Tellur Aliens,(2016),"Animation, Adventure, Comedy  ",10.0  ,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.,"
    Director:
Einar Gabbassov
",89,67.0,
Sulla Stessa Onda,(2021),"Drama, Romance, Sport",5.7,A summer adventure under the Sicilian sun soon becomes a painful love story.,"
    Director:
Massimiliano Camaiti
| 
    Stars:
Elvira Camarrone, 
Roberto Christian, 
Donatella Finocchiaro, 
Corrado Invernizzi
",961,99.0,
Sound & Fury,(2019),"Animation, Short  ",64.0  ,A postapocalyptic anime music film featuring Sturgill Simpsons album with the same name as its soundtrack  ,"
    Directors:
Michael Arias, 
Masaru Matsumoto, 
Junpei Mizusaki, 
Kôji Morimoto, 
Elsa Nakamichi, 
Henry Thurlow
| 
    Star:
Chiyuki Kanazawa
","1,587",41.0,
