MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Snowpiercer,(2020– ),"Action, Drama, Sci-Fi  ",8.2  ,"As the train approaches Melanie's retrieval point, Layton leads a furious attempt to try and pick her up but not without some sacrifices.","
    Director:
Clare Kilner
| 
    Stars:
Jennifer Connelly, 
Daveed Diggs, 
Mickey Sumner, 
Alison Wright
",880,47.0,
 This Is a Robbery: The World's Biggest Art Heist,(2021),"Documentary, Crime, History  ",10.0  ,"An informant and a sting operation open up new avenues in the investigation, which federal agents follow to the home of a small-time mobster.","
    Director:
Colin Barnicle
| 
    Stars:
David Nadolski, 
Anthony Romano, 
Carmello Merlino, 
David Turner
",137,50.0,
 Zero,(2021– ),"Action, Comedy, Drama  ",7.5  ,"After the neighborhood generator gets sabotaged, Sharif tries to recruit Omar to help, who's preoccupied with Anna. But then Omar comes up with an idea.","
    Director:
Mohamed Hossameldin
| 
    Stars:
Giuseppe Dave Seke, 
Haroun Fall, 
Beatrice Grannò, 
Dylan Magon
",26,21.0,
 On the Verge,(2021– ),Comedy  ,0.0  ,"Add a Plot","
    Director:
Julie Delpy
| 
    Stars:
Elisabeth Shue, 
Stefanie Powers, 
Julie Delpy, 
Brady Smith
",,,
 The Hollow,(2018–2020),"Animation, Drama, Family",10.0,Add a Plot,"
    Director:
Josh Mepham
| 
    Stars:
Ashleigh Ball, 
Connor Parnall, 
Adrian Petriw, 
Austin A.J. Abell
",54,,
Waxing Gibbous,(2001),Drama  ,5.6  ,Add a Plot  ,"
    Director:
Jim Fogarty
| 
    Stars:
Janet Kay Baxter, 
Bryan Binko, 
Ryan Bottiglieri, 
Shannon M. Bragger
",18,97.0,
Shu dan long wei,(1995),"Action, Comedy, Crime  ",6.1  ,"After failing to save his wife from 'The Doctor', Kit Li is working as a bodyguard and secret stunt double for the cowardly martial arts film star Frankie Lane. Frankie attends an ... See full summary »  ","
    Directors:
Jing Wong, 
Wai-Lun Lam
| 
    Stars:
Jet Li, 
Chingmy Yau, 
Jacky Cheung, 
Charlie Yeung
","4,082",101.0,
Untitled We are the Nobles Reboot,,Comedy  ,1.0  ,"Three spoiled and superficial children and their self-made wealthy father who feigns bankruptcy to cut them off, and forces them to do the unthinkable: Get a job.  ","
    Director:
Gary Alazraki
| 
    Stars:
Karla Souza, 
Juan Pablo Gil, 
Luis Gerardo Mendez, 
Gonzalo Vega
",,,
Modooui Geojitmal,(2019– ),"Drama, Mystery, Thriller  ",7.0  ,"A woman, whose husband disappears, joins the National Assembly and teams up with a detective in her search for the truth. The two of them work together to break through the silence and lies that people spill to protect their own interests.  ","
            
    Stars:
Yoo-Young Lee, 
Lee Min-ki, 
Lee Joon-hyuk, 
Kim Yong Ji
",260,60.0,
Kate,(2021),"Action, Adventure, Crime",1.0,A female assassin has 24 hours to get vengeance on her murderer before she dies.,"
    Director:
Cedric Nicolas-Troyan
| 
    Stars:
Mary Elizabeth Winstead, 
Woody Harrelson, 
Michiel Huisman, 
Tadanobu Asano
",,106.0,
Zion,(I) (2018),"Documentary, Short, Biography  ",7.2  ,"A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.","
    Director:
Floyd Russ
| 
    Stars:
Zion Clark, 
Gilbert Donahue, 
Kimberly Clark, 
Darese Sparkman
","1,096",12.0,
Black Heart,(2014),Drama  ,6.5  ,"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.","
",41,,
 Diablero,(2018– ),"Adventure, Drama, Fantasy  ",7.0  ,"Add a Plot","
    Director:
José Manuel Cravioto
| 
    Stars:
Odín Ayala, 
Humberto Busto, 
Matías del Castillo, 
Michel Duval
",32,,
Skin Decision: Before and After,(2020– ),Reality-TV  ,5.8  ,"Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.","
            
    Stars:
Jamie Sherrill, 
Katrina M. Goodwin
",352,,
Maid,(2021– ),"Comedy, Drama",0.0,"A single mother who returns to housekeeping to barely make ends meet as she battles against poverty, homelessness, and bureaucracy.","
            
    Stars:
Billy Burke, 
Andie MacDowell, 
Margaret Qualley, 
Nick Robinson
",,,
Other People,(I) (2016),"Comedy, Drama  ",6.8  ,"A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.","
    Director:
Chris Kelly
| 
    Stars:
Jesse Plemons, 
Molly Shannon, 
Bradley Whitford, 
Maude Apatow
","10,487",97.0,$0.09M
 Supergirl,(2015–2021),"Action, Adventure, Drama  ",7.2  ,"Dreamer becomes National City's protector while Kara works to clear Supergirl's name and gets into a showdown with Ben Lockwood; James takes extreme measures to get over his PTSD.","
    Director:
David Harewood
| 
    Stars:
Melissa Benoist, 
Mehcad Brooks, 
Chyler Leigh, 
Katie McGrath
","1,077",42.0,
 Challenger: The Final Flight,(2020),"Documentary, History  ",8.2  ,"After several delays, the crew prepares for launch as engineers and NASA officials tensely discuss concerns about the O-rings and cold weather launch.","
    Directors:
Daniel Junge, 
Steven Leckart
| 
    Stars:
Barbara Morgan, 
June Scobee Rodgers, 
Alison Smith Balch, 
Jane Smith-Wolcott
",288,41.0,
 Surviving Summer,(2022– ),Drama  ,0.0  ,"Add a Plot","
    Director:
Ben Chessell
| 
    Stars:
Sky Katz, 
Kai Lewins, 
Savannah La Rain, 
Joao Marinho
",,,
Singapore Social,(2019– ),Reality-TV,5.1,A reality TV series following a group of young Singaporeans.,"
            
    Stars:
Sukki Singapora, 
Paul Foster, 
Nicole Ong, 
Vinny Sharpe
","1,749",,
 Dota: Dragon's Blood,(2021– ),"Animation, Action, Adventure  ",8.8  ,"Davion is being tracked by a group of Dragon Knights. Our heroes enact the Mage's plan for peace, but unpredictable events unfold when Invoker releases a horrifying threat on the goddess.","
    Directors:
Yu-Won Pang, 
Eui Jeong Kim
| 
    Stars:
Yuri Lowenthal, 
Lara Pulver, 
Troy Baker, 
Tony Todd
",620,26.0,
 Dive Club,(2021– ),"Drama, Family, Mystery  ",0.0  ,"While the town searches for Lauren, Dive Club begin their own investigation. Izzie finds Lauren's phone, which contains a hidden message suggesting her disappearance was no accident.","
    Director:
Rhiannon Bannenberg
| 
    Stars:
Miah Madden, 
Georgia-May Davis, 
Sana'a Shaik, 
Aubri Ibrag
",,,
Blood Red Sky,(2021),"Action, Horror, Thriller  ",6.1  ,"A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.","
    Director:
Peter Thorwarth
| 
    Stars:
Peri Baumeister, 
Carl Anton Koch, 
Alexander Scheer, 
Kais Setti
","21,062",121.0,
Furie,(2019),"Drama, Horror, Thriller  ",5.6  ,"On their return from vacation, Paul and his family find their house occupied by squatters leading to a disturbing and unpredictable conflict.","
    Director:
Olivier Abbou
| 
    Stars:
Adama Niane, 
Stéphane Caillard, 
Paul Hamy, 
Eddy Leduc
","2,413",97.0,
The Order,(2019–2020),"Drama, Fantasy, Horror",6.8,"Out to avenge his mother's death, a college student pledges to a secret order and lands in a war between werewolves and practitioners of dark magic.","
            
    Stars:
Jake Manley, 
Sarah Grey, 
Adam DiMarco, 
Louriza Tronco
","23,592",60.0,
Wind River,(2017),"Crime, Drama, Mystery  ",7.0  ,"A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.","
    Director:
Taylor Sheridan
| 
    Stars:
Elizabeth Olsen, 
Jeremy Renner, 
Graham Greene, 
Kelsey Asbille
","218,337",107.0,$33.80M
 The Last Bus,,"Adventure, Drama, Family  ",0.0  ,"None","
    Director:
Drew Casson
",,,
 The Circle,(2020– ),"Game-Show, Reality TV  ",7.2  ,"A new day dawns as Chloe considers her feelings for Trevor - and Mitchell. The Joker shakes up the ranking. Terilisha and Khat explore a new theory.","
            
    Stars:
Michelle Buteau, 
Jack Atkins, 
Khat Bell, 
Deleesa Carrasquillo
",86,50.0,
Criminal: Germany,(2019– ),"Crime, Drama, Mystery  ",7.7  ,"In the interview room, detectives go head-to-head with suspects and try to get to the truth - even if it means breaking the rules and risking it all.","
            
    Stars:
Eva Meckbach, 
Sylvester Groth, 
Florence Kasumba, 
Christian Kuchenbuch
","4,577",59.0,
Nazi Concentration Camps,(1945),"Documentary, History",8.3,Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.,"
    Director:
George Stevens
| 
    Stars:
Dwight D. Eisenhower, 
Omar N. Bradley, 
George S. Patton, 
Hayden Sears
","1,358",59.0,
He's All That,(2021),"Comedy, Romance  ",0.0  ,"A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That.'  ","
    Director:
Mark Waters
| 
    Stars:
Rachael Leigh Cook, 
Tanner Buchanan, 
Madison Pettis, 
Addison Rae
",,,
The House,(II) (2021– ),"Animation, Comedy, Thriller  ",0.0  ,A house and the surreal tales of three generations of families who made it their home.  ,"
            
    Stars:
Claudie Blakley, 
Stephanie Cole, 
Matthew Goode, 
Mia Goth
",,,
Art of the Game: Ukiyo-e Heroes,(2017),Documentary  ,81.0  ,A Canadian craftsman and an American designer with a father and son generation gap collaborate to revive the ancient Japanese woodcut using pop-culture icons: Mario and Pokémon.  ,"
    Director:
Toru Tokikawa
",247,97.0,
 Aseudal Yeondaegi,(2019– ),"Action, Drama, Fantasy  ",8.6  ,Add a Plot  ,"
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",157,80.0,
 Home for Christmas,(2019–2020),"Comedy, Drama, Romance",77.0,Add a Plot,"
    Directors:
Anna Gutto, 
Per-Olav Sørensen
| 
    Stars:
Ida Elise Broch, 
Allegra Clark, 
Jasmine Emeci, 
Cat Haave
",211,31.0,
 The Hollow,(2018–2020),"Animation, Drama, Family  ",7.9  ,Add a Plot,"
    Director:
Josh Mepham
| 
    Stars:
Ashleigh Ball, 
Connor Parnall, 
Adrian Petriw, 
Mark Hildreth
",59,,
Hyperdrive,(2019– ),RealityTV  ,8.0  ,Tournament series where drivers from around the world compete on one of the largest automotive obstacle courses ever made.,"
            
    Stars:
Stacey-Lee May, 
Michael Bisping, 
Lindsay Czarniak, 
Rutledge Wood
","2,371",29.0,
Star Trek: Voyager,(1995–2001),"Action, Adventure, Sci-Fi  ",7.8  ,"Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.","
            
    Stars:
Kate Mulgrew, 
Robert Beltran, 
Roxann Dawson, 
Robert Duncan McNeill
","61,917",44.0,
Mannen van Mars,(2018),Comedy  ,6.0  ,Three school friends return to Marsman College for the reunion. The three old friends each have their own problems in their lives 25 years after high school. This film is based on the Danish film 'Klassefesten'.,"
    Director:
Hans Somers
| 
    Stars:
Cynthia Abma, 
Evrim Akyigit, 
Loïs Beekhuizen, 
Daniël Boissevain
",409,91.0,
ARQ,(2016),"Action, Sci-Fi, Thriller",6.4,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.","
    Director:
Tony Elliott
| 
    Stars:
Robbie Amell, 
Rachael Taylor, 
Shaun Benson, 
Gray Powell
","36,715",88.0,
Crisálida,(2019),Drama  ,7.6  ,"People living with deafness navigate complex relationships and unique hurdles in this collection of emotional stories.","
            
    Stars:
Thiago Teles, 
Harry Adams, 
Chico Caprario, 
Angela Eiko Okumura
",8,,
 Clark,,"Action, Crime, Drama  ",0.0  ,"Add a Plot","
            
    Stars:
Bill Skarsgård, 
Alicia Agneson, 
Vilhelm Blomgren, 
Malin Levanon
",,,
 The Witcher,(2019– ),"Action, Adventure, Fantasy  ",0.0  ,"Add a Plot","
    Director:
Louise Hooper
| 
    Stars:
Graham McTavish, 
Anna Shaffer, 
Liz Carr, 
Simon Callow
",,,
 Leila,(2019– ),"Drama, Sci-Fi  ",10.0  ,"Determined to follow a new lead on Leila's whereabouts, Shalini negotiates with Bhanu, who hesitates to trust her but knows she has something he wants.","
    Director:
Shanker Raman
| 
    Stars:
Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange
",218,41.0,
Persuasion,(2022),"Drama, Romance",0.0,Based on the novel by Jane Austen.,"
    Director:
Carrie Cracknell
| 
    Stars:
Henry Golding, 
Richard E. Grant, 
Dakota Johnson, 
Suki Waterhouse
",,,
Sensei wo Kesu Houteishiki,(2020),"Mystery, Thriller  ",48.0  ,"Teichi Gakuen is an advanced school in Tokyo with a high rate of students going on to the University of Tokyo. The 3rd year ""D"" group of students has an excellent academic record. However ...        #        See full summary »","
            
    Stars:
Ikuho Akiya, 
Riko Kawase, 
Sayu Kubota, 
Marika Matsumoto
",42,24.0,
Dreamgirls,(2006),"Drama, Music, Musical  ",65.0  ,"A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","
    Director:
Bill Condon
| 
    Stars:
Beyoncé, 
Jamie Foxx, 
Eddie Murphy, 
Danny Glover
","70,985",130.0,$103.37M
 Supergirl,(2015–2021),"Action, Adventure, Drama  ",71.0  ,"Alex uses a pair of Obsidian contact lenses to visit a virtual National City where she takes on a whole new persona. Meanwhile, Kelly helps William investigate Lex. Kara deals with difficult news.","
    Director:
Tawnia McKiernan
| 
    Stars:
Melissa Benoist, 
Chyler Leigh, 
Katie McGrath, 
Jesse Rath
",936,42.0,
Metamorphosis,(VI) (2019),Drama  ,70.0  ,"Adam was raised like a normal boy until he bled his first menstrual period. Adam was born with two genitals, an intersex who finds himself in a painful transformation that takes him into the ambiguities of fate and desires.","
    Director:
J.E. Tiglao
| 
    Stars:
Gold Azeron, 
Iana Bernardez, 
Dylan Ray Talon, 
Ricky Davao
",40,98.0,
Barbarians,(2020– ),"Action, Adventure, Drama",7.0,"The famous battle of the Teutoburg Forest, in which Germanic warriors united by a strong woman, halted the northward advance of the Roman Empire in AD 9.","
            
    Stars:
Laurence Rupp, 
Jeanne Goursaud, 
David Schütter, 
Bernhard Schütz
","20,051",280.0,
 Queer Eye,(2018– ),Reality-TV  ,68.0  ,A passionate Gen Z activist is so focused on saving the planet that she forgets to schedule self-care. The Fab Five help her find balance.,"
",177,,
Seinto Seiya: Knights of the Zodiac,(2019–2020),"Animation, Action, Adventure  ",46.0  ,A digital remake from the Japanese anime classic Seinto Seiya (1986).,"
            
    Stars:
Bryson Baugus, 
Marty Fleck, 
Emily Neves, 
Ty Mahany
","1,700",,
Tereddüt,(2016),Drama  ,6.5  ,"Two Turkish women, one oppressed by sexist traditions and one liberated by modern mores, have more in common than it would seem.","
    Director:
Yesim Ustaoglu
| 
    Stars:
Funda Eryigit, 
Ecem Uzun, 
Mehmet Kurtulus, 
Okan Yalabik
","2,160",105.0,
Doobunzzae Seumoosal,(2015),Drama  ,77.0  ,"38-year-old Ha No-Ra (Choi Ji-Woo) dreamed of becoming a dancer when she was younger. She met her future husband, Kim Woo-Cheol, when she was only 19 years old and became a mother ... See full summary »","
            
    Stars:
Choi Ji-woo, 
Sang-yoon Lee, 
Choi Wonyoung, 
Min-Jae Kim
",294,62.0,
Beautiful Sunday,(2007),Thriller,5.7,A rapist and a corrupt cop share a surprising connection.,"
    Director:
Kwang-kyo Jin
| 
    Stars:
Lee Gi-yeong, 
Oh Jeong-Se, 
Min Ji-Hye, 
Dong-hwa Kim
",110,117.0,
The Breaker Upperers,(2018),Comedy  ,5.9  ,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one grows a conscience, it threatens to derail their relationship.  ","
    Directors:
Madeleine Sami, 
Jackie van Beek
| 
    Stars:
Madeleine Sami, 
Jackie van Beek, 
James Rolleston, 
Celia Pacquola
","5,672",90.0,
Monster Hunter: Legends of the Guild,(2021 TV Movie),"Animation, Action, Adventure  ",0.0  ,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.  ","
    Director:
Steve Yamamoto
| 
    Stars:
Dante Basco, 
Erica Lindbeck, 
Brando Eaton, 
Stephen Kramer Glickman
",,58.0,
 Fuller House,(2016–2020),"Comedy, Family  ",78.0  ,DJ and Jackson bond through a video game which was DJ's secret until a face-to-face playoff and the grand reopening of Uncle Monty's runs into a bunch of snags.  ,"
    Director:
Dave Coulier
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",181,,
The Playbook,(2020),"Documentary, Sport  ",75.0  ,The Playbook profiles legendary coaches as they share the rules they live by to achieve success in sports and in life.  ,"
            
    Stars:
Jill Ellis, 
Patrick Mouratoglou, 
José Mourinho, 
Glenn 'Doc' Rivers
","1,165",,
 Avatar: The Last Airbender,(2005–2008),"Animation, Action, Adventure",83.0,Aang and Katara inadvertently set off a trap that brings the warmongering Fire Nation to the Southern Water Tribe's peaceful village at the South Pole.,"
    Director:
Dave Filoni
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Dante Basco
","3,550",25.0,
 Power Rangers: Dino Fury,(2021),"Action, Adventure, Comedy  ",80.0  ,"The Rangers tease Ollie for bringing all of his gadgets on a camping trip. But his tech might be their only hope when sinister Sporix suddenly attack.","
    Director:
Charlie Haskell
| 
    Stars:
Russell Curry, 
Hunter Deno, 
Kainalu Moya, 
Tessa Rao
",11,21.0,
"Bob Ross: Happy Accidents, Betrayal & Greed",(2021),Documentary  ,1.0  ,"Bob Ross brought joy to millions as the world's most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.","
    Director:
Joshua Rofé
| 
    Star:
Bob Ross
",,92.0,
 Mighty Little Bheem,(2019– ),"Animation, Short, Adventure  ",1.0  ,"Add a Plot","
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
Luciofei,(2021 Video),"Short, Comedy  ",1.0  ,"Add a Plot","
    Director:
Junior Marques
| 
    Stars:
Whindersson Nunes, 
Elana Valenária
",,14.0,
Schumacher,(2021),"Documentary, Spoof",1.0,Documentary on the life of seven-time Formula 1 world champion driver Michael Schumacher.,"
    Directors:
Hanns-Bruno Kammertöns, 
Vanessa Nöcker, 
Michael Wech
| 
    Star:
Michael Schumacher
",,112.0,
American Vandal,(2017–2018),"Comedy, Crime, Drama  ",8.2  ,A true-crime satire that explores the aftermath of a costly high school prank that left twenty-seven faculty cars vandalized with phallic images.  ,"
            
    Stars:
Tyler Alvarez, 
Griffin Gluck, 
Jimmy Tatro, 
Travis Tope
","28,093",34.0,
James,(2005),"Action, Romance  ",3.6  ,A story of a young man's quest to avenge the death of his older brother.  ,"
    Director:
Rohit Jugraj
| 
    Stars:
Mohit Ahlawat, 
Priyanka Kothari, 
Mohan Agashe, 
Ishrat Ali
",340,,
 I Am Not Okay with This,(2020),"Comedy, Drama, Fantasy  ",7.7  ,"After fighting with her mom, Syd struggles to avoid a meltdown at school. Later, Stan appoints himself Syd's mentor.  ","
    Director:
Jonathan Entwistle
| 
    Stars:
Sophia Lillis, 
Wyatt Oleff, 
Sofia Bryant, 
Kathleen Rose Perkins
","1,459",23.0,
Delete,(2013),"Action, Drama, Sci-Fi  ",5.0  ,A reporter and a young hacker uncover an artificial intelligence which has become sentient. It has one goal: self-preservation. Humans are trying to destroy it. So it's 'it' or them.  ,"
            
    Stars:
Keir Gilchrist, 
Erin Karpluk, 
Ryan Robbins, 
Gil Bellows
","1,262",180.0,
The Kissing Booth 2,(2020),"Comedy, Romance",5.8,"In the sequel to 2018's THE KISSING BOOTH, high school senior Elle juggles a long-distance relationship with her dreamy boyfriend Noah, college applications, and a new friendship with a handsome classmate that could change everything.","
    Director:
Vince Marcello
| 
    Stars:
Joey King, 
Joel Courtney, 
Jacob Elordi, 
Molly Ringwald
","24,006",134.0,
 7Seeds,(2019–2020),"Animation, Action, Adventure  ",7.7  ,"Ryo orders Hana to join him in searching for a water source underground, putting her in a vulnerable position. In the caves, Ango recalls Shigeru.  ","
            
    Stars:
Amber Lee Connors, 
Justin Doran, 
Patricia Duran, 
Jun Fukuyama
",39,26.0,
 Vampires,(2020– ),"Drama, Fantasy, Horror  ",6.5  ,Andrea and Elise undertake a daring mission to help the family. Nacer vows to find out where Doina lives. Csilla asks Ladislas to lay a trap.  ,"
    Director:
Marie Monge
| 
    Stars:
Oulaya Amamra, 
Beatrice Ring, 
Suzanne Clément, 
Kate Moran
",41,37.0,
Hai Sukoa Garu,(2018– ),"Animation, Comedy, Romance  ",8.0  ,The funny and romantic misadventures of a couple of kids passionate about arcade games in 1991 Japan.  ,"
            
    Stars:
Kôhei Amasaki, 
Sayumi Suzushiro, 
Yûki Hirose, 
Satomi Arai
","1,662",25.0,
Kkotpadang: Joseonhondamgongjakso,(2019),"Comedy, History, Romance  ",6.9  ,"A king makes a request to Joseon's best dating agency ""Flower Crew"" to protect his first love. Upon his request, the matchmakers at the agency risk their own lives to transform the lowly woman Gae Ddong into the most noble woman.  ","
            
    Stars:
Min-Jae Kim, 
Gong Seung-Yeon, 
Seo Ji-Hoon, 
Ji-Hoon Park
",141,70.0,
Pet Stars,(2021– ),"Family, Reality-TV",5.8,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.,"
            
    Stars:
Melissa May Curtis, 
Colleen Wilson, 
Shai Lighter, 
Dane Andrew
",94,,
The Water Man,(I) (2020),"Adventure, Drama, Family  ",Invalid rating: 53.0 corrected to 10.0  ,"A boy sets out on a quest to save his ill mother by searching for a mythic figure said to have magical healing powers.","
    Director:
David Oyelowo
| 
    Stars:
Rosario Dawson, 
Maria Bello, 
Alfred Molina, 
David Oyelowo
","1,978",91.0,
 Johnny Test,(2005– ),"Animation, Action, Adventure  ",Invalid rating: 70.0 corrected to 10.0  ,"Dukey destroys one too many of Susan and Mary's things and Johnny won't do anything about it, so they invent a neural obedience collar to control Dukey's every move. / After Mary gets a ...                See full summary »","
    Director:
Chris Savino
| 
    Stars:
James Arnold Taylor, 
Louis Chirillo, 
Brittney Wilson, 
Maryke Hendrikse
",41,21.0,
Murder Among the Mormons,(2021),"Documentary, Crime, History  ",Valid rating: 7.0  ,"High-stakes exploits turn deadly - and shake a global church to its core - in the extraordinary true crime story.","
            
    Stars:
Dorie Hofmann Olds, 
Shannon Flynn, 
Brent Metcalfe, 
Richard Turley
","4,914",160.0,
Tigertail,(2020),Drama  ,Valid rating: 6.5  ,"In this multi-generational drama, a Taiwanese factory worker leaves his homeland to seek opportunity in America, where he struggles to find connection while balancing family and newfound responsibilities.","
    Director:
Alan Yang
| 
    Stars:
Tzi Ma, 
Christine Ko, 
Hong-Chi Lee, 
Queenie Yu-Hsin Fang
","3,301",91.0,
 Bee and PuppyCat,(2013– ),"Animation, Short, Action",Invalid rating: 0.0 corrected to 1.0  ,Add a Plot,"
",,,
 Sky Rojo,(2021– ),"Action, Adventure, Crime  ",71.0  ,"Gina and Wendy negotiate a hostage swap to get Coral back but their escape brings a new set of challenges.","
    Director:
David Victori
| 
    Stars:
Verónica Sánchez, 
Miguel Ángel Silvestre, 
Asier Etxeandia, 
Lali Espósito
",88,,
Kimbiseoga wae geureolkka,(2018),"Comedy, Mystery, Romance  ",81.0  ,"A romance between perfect but narcissistic second generation heir and his capable assistant.","
            
    Stars:
Park Min-Young, 
Seo Jun Park, 
Lee Tae-Hwan, 
Kim Byeong-Ok
","7,696",60.0,
 Queen Sono,(2020–2021),"Action, Crime, Drama  ",69.0  ,"In Queen's early days with the Special Operations Group, she and Shandu risk their lives protecting a corrupt deputy president.","
    Director:
Tebogo Malope
| 
    Stars:
Pearl Thusi, 
Vaneshran Arumugam, 
Connie Chiume, 
Vuyo Dabula
",50,,
 Formula 1: Drive to Survive,(2019– ),"Documentary, Sport  ",76.0  ,"The Haas team has been struggling all season, and both Grosjean and Magnussen are driving to keep their cockpit when owner Gene Haas decides to cut down his investment, leaving Gunther ...                See full summary »","
            
    Stars:
Alexander Albon, 
Valtteri Bottas, 
Will Buxton, 
Pierre Gasly
",511,41.0,
The Baby-Sitters Club,(2020– ),"Comedy, Drama, Family",74.0,Based on the book series of the same name focusing on a group of young girls who start their own babysitting service.,"
            
    Stars:
Sophie Grace, 
Momona Tamada, 
Shay Rudolph, 
Malia Baker
","2,599",,
Riverdale,(2017– ),"Crime, Drama, Mystery  ",7.0,"While navigating the troubled waters of romance, school, and family, Archie and his gang become entangled in dark Riverdale mysteries.","
            
    Stars:
K.J. Apa, 
Lili Reinhart, 
Camila Mendes, 
Cole Sprouse
","126,112",45.0,
 On the Verge,(2021– ),Comedy  ,0.0,"None","
    Director:
Julie Delpy
| 
    Stars:
Elisabeth Shue, 
Julie Delpy, 
Patrick Duffy, 
Troy Garity
",,,
The Beyond,(2017),"Drama, Sci-Fi  ",4.9,"After observing an anomaly in space, scientists transplant human brains into synthetic bodies and send them through the wormhole.","
    Director:
Hasraf Dulull
| 
    Stars:
Jane Perry, 
Nigel Barber, 
Noeleen Comiskey, 
Ezra Faroque Khan
","5,839",103.0,
The Chronicles of Narnia: The Silver Chair,,"Adventure, Fantasy  ",0.0,"Jill Pole, Eustace Scrubb, and Puddleglum the Marsh-wiggle set off on a journey to the land north of Narnia in order to rescue King Caspian's missing son, Rilian.","
    Director:
Joe Johnston
",,,
 Blood & Water,(2020– ),"Drama, Mystery",7.4,None,"
    Director:
Nosipho Dumisa
| 
    Stars:
Ama Qamata, 
Khosi Ngema, 
Gail Mabalane, 
Thabang Molaba
",81,43.0,
Gakuen mokushiroku: HIGHSCHOOL OF THE DEAD,(2010),"Animation, Action, Drama  ",72.0  ,"High school students are overwhelmed with the start of the zombie apocalypse.","
            
    Stars:
Jun'ichi Suwabe, 
Eri Kitamura, 
Nobuyuki Hiyama, 
Hitomi Harada
","11,708",24.0,
 Comedians in Cars Getting Coffee,(2012– ),"Animation, Comedy, Family  ",82.0  ,"Jerry picks up Eddie Murphy in a Porsche Carrera GT for a wide-ranging conversation about Eddie's career and coming up together in late-'70s New York.","
            
    Stars:
Jerry Seinfeld, 
Eddie Murphy
",360,42.0,
Pokémon Journeys,(2019– ),"Animation, Adventure  ",62.0  ,"With his partner Go and his Pokémon Scorbunny in the Galar region, Ash with his Pikachu tries to capture Mew and all the Pokémon. Meanwhile, the three members of Team Rocket Jessie, James ... See full summary","
            
    Stars:
Rica Matsumoto, 
Ikue Ôtani, 
Daiki Yamashita, 
Kana Hanazawa
",177,,
Yakuza and the Family,(2020),"Crime, Drama  ",70.0  ,"Kenji Yamamoto's father died from using a stimulant drug. His life fell into desperation. Kenji then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi ... See full summary","
    Director:
Michihito Fujii
| 
    Stars:
Gô Ayano, 
Naoyuki Fernandez, 
Hayato Ichihara, 
Hayato Isomura
","1,192",136.0,
Untitled Eddie Murphy Project,,Comedy,1.0,Plot unknown.,"
",,,
 Floor Is Lava,(2020– ),"Game Show, Reality-TV  ",6.1  ,"A mom and her twin children, three triplet brothers, and a trio of youth group pastors are tasked with getting across a perilous basement full of ancient artifacts.","
    Director:
Brian Smith
| 
    Star:
Rutledge Wood
",148,37.0,
 Ju-on: Origins,(2020),"Drama, Horror, Mystery  ",6.9  ,"Yasuo realizes that he has a deep connection to the cursed house. After seeing her in a vision, he goes out in search of Kiyomi.","
    Director:
Shô Miyake
| 
    Stars:
Yoshiyoshi Arakawa, 
Yuina Kuroshima, 
Ririka, 
Koki Osamura
",266,31.0,
 Magic for Humans,(2018– ),"Comedy, Reality-TV  ",7.0  ,"Between bad dad jokes, Justin pulls pranks with his son, awes parents with his uncanny childproofing and tests his reflexes against the LA Chargers.","
    Director:
Adam Franklin
| 
    Star:
Justin Willman
",62,,
Invisible City,,None  ,1.0  ,"NA.","
",,,
