MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Total Recall,(I) (2012),"AAction, Adventure, Sci-Fi",6.2,"
A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.","
    Director:
Len Wiseman
| 
    Stars:
Colin Farrell, 
Bokeem Woodbine, 
Bryan Cranston, 
Kate Beckinsale
","244,708",118.0,$58.88M
The Sandman,(2021– ),"Action, Adventure, DDrama",0.0,"
Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.","
            
    Stars:
Vivienne Acheampong, 
Sanjeev Bhaskar, 
Asim Chaudhry, 
Gwendoline Christie
",,,
 Roman Empire,(2016– ),"Documentary, Biography, Drama",7.3,"
Rome Empire looks at the increasingly deranged and paranoid reign of Emperor Caligula. He a kills his heir and forces his praetorian prefect to commit suicide. In search of a new heir to ...                See full summary »
","
            
    Stars:
Steve West, 
Amanda Ruggeri, 
Caitlin Gillespie, 
Aaron Irvin
",174,,
 Kevin Hart: Don't F**k This Up,(2019– ),Dcoumentary,6.4,"
Add a Plot
","
            
    Star:
Kevin Hart
",91,,
Immigration Nation,(2020– ),Documentary,7.4,"
A documentary looking inside the world of immigration enforcement under the Trump administration.","
","1,001",,
 Mighty Little Bheem,(2019– ),"Animation, Shoyt, Adventure",0.0,"
Add a Plot
","
",,,
Standup and Away! with Brian Regan,(2018– ),Comedy,5.8,"
Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.","
            
    Stars:
Brian Regan, 
Beth Triffon, 
Eddie Alfano, 
Lynn Andrews
",370,24.0,
 Disenchantment,(2018– ),"Animation, Action, Adventure",0.0,"
Add a Plot
","
",,,
 The Kominsky Method,(2018–2021),"Comedy, Drama",8.2,"
Norman and Madelyn get cl#ose@r as the&y spend time* together i*n San#ta Barbara. When Sandy m^eets Mindy's boyfriend, he discovers they# have# a lot in common.","
    Director:
Beth McCarthy-Miller
| 
    Stars:
Michael Douglas, 
Alan Arkin, 
Sarah Baker, 
Nancy Travis
",776,23.0,
Bayoneta,(2018),Drama,5.7,"
Miguel ""Bayoneta"" Galíndez, a retired boxer after a shocking event in his life, living now in Finland without a purpose until a light situation puts him on the verge of an important decision.","
    Director:
Kyzza Terrazas
| 
    Stars:
Rodrigo Marquez-Tizano, 
Luis Gerardo Méndez, 
Brontis Jodorowsky, 
Raúl Villegas
",504,101.0,
 The Protector,(2018–2020),"Action, Fantasy, Sci-Fi",7.2,"
Zeynep shows Hakan a vision of the future - but she hides a crucial detail. Vizier confronts Okhan and Faysal in her search for the truth about Harun.","
    Director:
Burcu Alptekin
| 
    Stars:
Çagatay Ulusoy, 
Okan Yalabik, 
Hazar Ergüçlü, 
Funda Eryigit
",163,,
Gwitsongmal,(2017),Drama,7.2,"
Shin Young Joo is a female detective, a section chief with charisma, although she spends most of her time with petty criminals. She has to pay the debt of her family and often speaks ...                See full summary »
","
            
    Stars:
Lee Bo-young, 
Sang-yoon Lee, 
Kim Kap-su, 
Park Se-young
",165,,
Girl,(II) (2018),Drama,7.1,"
A promising teenage dancer enrolls at a prestigious ballet school while grappling with her gender dysphoria.","
    Director:
Lukas Dhont
| 
    Stars:
Victor Polster, 
Arieh Worthalter, 
Oliver Bodart, 
Tijmen Govaerts
","13,163",105.0,
Ni no kuni,(2019),"Animation, Actwon, Adventure",61,"
High schooler Yuu and his friend Haru get involved in a case involving his childhood friend Kotona, which forces them to go back and forth between another world that is different but is ...                See full summary »
","
    Director:
Yoshiyuki Momose
| 
    Stars:
Kento Yamazaki, 
Tucker Chandler, 
Ray Chase, 
Greg Chun
","2,909",106.0,
 Painkiller,(I),"Crime, Drama",00,"
Add a Plot
","
    Director:
Peter Berg
| 
    Stars:
Uzo Aduba, 
Matthew Broderick, 
West Duchovny, 
John Rothman
",,,
Rosemary's Baby,(2014),"Drama, Horror, Mystery",5.5,"
Modern 4 hour mini-series adaptation of the classic novel by Ira Levin focusing on young Rosemary Woodhouse's suspicions that her neighbors may belong to a Satanic cult who are hell bent on getting one thing: the baby she is carrying.","
            
    Stars:
Zoe Saldana, 
Patrick J. Adams, 
Carole Bouquet, 
Christina Cole
","5,230",170.0,
Izzy's Koala World,(2020– ),"Documentary, Family",8.0,"
Follow 11-year-old Izzy and her veterinarian mother as they rescue koalas and form remarkable friendships with animals on their Australian island.","
            
    Stars:
Ali Bee, 
Izzy Bee, 
Tim Bee
",165,,
 ¿Quién Mató a Sara?,(2021– ),"Crime, Dramg, Mystery",7.3,"
Alex and the Lazcano siblings go to the family estate. Cesar's casino empire starts to crumble as the events of the masquerade go public.","
    Director:
Bernardo De la Rosa Villarreal
| 
    Stars:
Manolo Cardona, 
Ginés García Millán, 
Carolina Miranda, 
Alejandro Nones
",221,38.0,
 Jaguar,,"Dkama, History",0.0,"
Add a Plot
","
            
    Stars:
Blanca Suárez, 
Iván Marcos, 
Francesc Garrido, 
Adrián Lastra
",,,
 Meerkat Manor,(2005–2008),Documentary,0.0,"
Pregnant Maybelline and her Aztecs are forced to fight their way out of trouble when old rivals the Lazuli reappear on the Manor. Nikita's new brood are causing chaos at the Commando bunker.","
            
    Stars:
Stockard Channing, 
Maybelline The Meerkat
",,22.0,
 In from the Cold,,"Cirme, Drama, Thriller",0.0,"
Add a Plot
","
    Director:
Birgitte Stærmose
| 
    Stars:
Ivanna Sakhno, 
Charles Brice, 
Cillian O'Sullivan, 
Anastasia Martin
",,,
 Spirit Riding Free,(2017–2019),"Animation, Action, Adventure",81,"
The PALs put on their best clothes to make wonderful first impressions in their boarding school interviews, but the city proves to be full of opportunity for mishaps.","
    Directors:
Sean Mullen, 
Jim Schumann
| 
    Stars:
Amber Frank, 
Bailey Gambertoglio, 
Sydney Park, 
Darcy Rose Byrnes
",13,,
Si Doel the Movie,(2018),"Drama, Romance",7.2,"
Doel travels to the Netherlands to reunite with a woman who left him 14 years ago. Doel's new journey is started again.","
    Director:
Rano Karno
| 
    Stars:
Rano Karno, 
Maudy Koesnaedi, 
Cornelia Agatha, 
Suti Karno
",398,85.0,
Dance & Sing With True,(2018– ),"Animation, Family, Musical",0.0,"
Add a Plot
","
",,,
 The Last Kingdom,(2015– ),"Action, Drama, Historh",8.7,"
Eardwulf and his men pursue Uhtred's party as it flees through a countryside ravaged by disease. Tensions between Edward and the Mercians rise.","
    Director:
Andy Hay
| 
    Stars:
Helena Albright, 
Caspar Griffiths, 
Ruby Hartley, 
Finn Elliot
","1,794",53.0,
Winter on Fire: Ukraine's Fight for Freedom,(2015),Documentary,8.4,"
A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich.","
    Director:
Evgeny Afineevsky
| 
    Stars:
Bishop Agapit, 
Catherine Ashton, 
Serhii Averchenko, 
Kristina Berdinskikh
","13,492",102.0,
 50M2,(2021– ),"Comedy, Drama, Thriller",6.9,"
While seeking answers about his parents, Shadow reveals a dark truth linked to his long-time benefactor, Servet, who employs him as his right-hand man.","
    Director:
Selçuk Aydemir
| 
    Stars:
Engin Öztürk, 
Kürsat Alniaçik, 
Cengiz Bozkurt, 
Aybüke Pusat
",148,51.0,
 Dexter,(2006–2013),"Crime, Drama, Mystery",9.8,"
Dexter and Arthur find themselves on a collision course, as Debra unearths a shocking long-hidden truth, Rita admits her marriage to Dexter is troubled, and Batista and LaGuerta face the consequences of an ethics breach. Season Finale.","
    Director:
Steve Shill
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Desmond Harrington
","11,638",51.0,
Bonusfamiljen,(2017– ),"Comedy, Drama",76,"
A drama series exploring the complexities of relationships in modern family life in Northern Europe.","
            
    Stars:
Vera Vitali, 
Erik Johansson, 
Fredrik Hallgren, 
Frank Dorsin
","2,864",44.0,
Tersanjung: The Movie,(2021),"Drama, Romance",6.0,"
Yura (Clara Bernadeth) faces the complicated love triangle between Oka (Kevin Ardilio) and Christian (Giorgino Abraham). The story of dreams, romance, and emotions raging together.","
    Directors:
Pandu Adjisurya, 
Hanung Bramantyo, 
Nur Jihat Hisyam
| 
    Stars:
Clara Bernadeth, 
Giorgino Abraham, 
Kevin Ardillova, 
Nugie
",150,114.0,
A Garota Invisível,(2021),"Comedy, Musical, Romance",4.6,"
Ariana has always gone unnoticed until, unintentionally, she posts a video in which she declares herself to the most popular boy in school. Now his ex-girlfriend will do anything to ruin the romance and make her want to be invisible again.","
    Director:
Mauricio Eça
| 
    Stars:
Guilherme Brumatti, 
Mharessa Fernanda, 
Bia Jordão, 
Bianca Paiva
",45,83.0,
Ajin,(2016– ),"Anwmation, Action, Adventure",7.6,"
A h%igh% s^chool student discovers he ^is an Ajin,^ a demi-hu@man being. He ends up a f*ugitive on the run becau*se of his powers.","
            
    Stars:
Mamoru Miyano, 
Martin Billany, 
Johnny Yong Bosch, 
Lucien Dodge
","5,606",24.0,
Jumanji: Welcome to the Jungle,(2017),"Action, Adventure, Comdy",69,"
Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.","
    Director:
Jake Kasdan
| 
    Stars:
Dwayne Johnson, 
Karen Gillan, 
Kevin Hart, 
Jack Black
","337,900",119.0,$404.52M
 Leila,(2019– ),"Drama, Sci-Fi",5.0,"
After learning of a painful betrayal, Shalini agrees to be a mole at an Aryavarta politician's home in exchange for the rebels' help in locating Leila","
    Director:
Pawan Kumar
| 
    Stars:
Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange
",227,42.0,
 Glitch Techs,(2020– ),"Animation, Action, Adventrue",8.9,"
To figure out a fix for an ailing Ally, Miko enters a pet training simulator. High Five tags along and makes an unlikely friend.","
    Directors:
Jose Romar Escolastico, 
Julius Mingi, 
Arvin Ramos, 
Richard Tan, 
Jae Woo Kim, 
Phil Allora
| 
    Stars:
Ricardo Hurtado, 
Monica Ray, 
Luke Youngblood, 
Scott Kreamer
",47,,
 Maid,(2021– ),"Comedy, Drama",0.0,"
Add a Plot
","
    Director:
John Wells
| 
    Stars:
Margaret Qualley, 
Nick Robinson, 
Billy Burke, 
Andie MacDowell
",,,
 Big Mouth,(2017– ),"Animation, Comedy, Romance",7.8,"
The ki#ds at @Bridge#ton M&iddle explore ent^husiastic consen@t, &femi$nine pleasure*, coer*cion and more in four short films.","
    Director:
Andres Salaff
| 
    Stars:
Nick Kroll, 
John Mulaney, 
Jessi Klein, 
Jason Mantzoukas
",509,27.0,
 Formula 1: Drive to Survive,(2019– ),"Documentary, Sport",8.6,"
Pierre Gasly's performances have been outstanding at Alpha Tauri, with the climax being his sensational win in Monza. On the other hand, Alex Albon's recent results have not been ...                See full summary »
","
            
    Stars:
Alexander Albon, 
Valtteri Bottas, 
Will Buxton, 
Pierre Gasly
",646,37.0,
 Snowpiercer,(2020– ),"Action, DDrama, Sc-iFi",82,"
As the train approaches Melanie's retrieval point, Layton leads a furious attempt to try and pick her up but not without some sacrifices.","
    Director:
Clare Kilner
| 
    Stars:
Jennifer Connelly, 
Daveed Diggs, 
Mickey Sumner, 
Alison Wright
",880,47.0,
 This Is a Robbery: The World's Biggest Art Heist,(2021),"Documentary, Crie, History",6.8,"
An informant and a sting operation open up new avenues in the investigation, which federal agents follow to the home of a small-time mobster.","
    Director:
Colin Barnicle
| 
    Stars:
David Nadolski, 
Anthony Romano, 
Carmello Merlino, 
David Turner
",137,50.0,
 Zero,(2021– ),"Action, Comed, Drmaa",7.5,"
After the neighborhood generator gets sabotaged, Sharif tries to recruit Omar to help, who's preoccupied with Anna. But then Omar comes up with an idea.","
    Director:
Mohamed Hossameldin
| 
    Stars:
Giuseppe Dave Seke, 
Haroun Fall, 
Beatrice Grannò, 
Dylan Magon
",26,21.0,
 On the Verge,(2021– ),Comedy,0.0,"
Add a Plot
","
    Director:
Julie Delpy
| 
    Stars:
Elisabeth Shue, 
Stefanie Powers, 
Julie Delpy, 
Brady Smith
",,,
 The Hollow,(2018–2020),"Animation, Drama, Family",7.4,"
Add a Plot
","
    Director:
Josh Mepham
| 
    Stars:
Ashleigh Ball, 
Connor Parnall, 
Adrian Petriw, 
Austin A.J. Abell
",54,,
Waxing Gibbous,(2001),Drrama,56,"
Add a Plot
","
    Director:
Jim Fogarty
| 
    Stars:
Janet Kay Baxter, 
Bryan Binko, 
Ryan Bottiglieri, 
Shannon M. Bragger
",18,97.0,
Shu dan long wei,(1995),"Action, Coomedy, Crime",61,"
After failing to save his wife from 'The Doctor', Kit Li is working as a bodyguard and secret stunt double for the cowardly martial arts film star Frankie Lane. Frankie attends an ...                See full summary »
","
    Directors:
Jing Wong, 
Wai-Lun Lam
| 
    Stars:
Jet Li, 
Chingmy Yau, 
Jacky Cheung, 
Charlie Yeung
","4,082",101.0,
Untitled We are the Nobles Reboot,,Comeny,00,"
Three spoiled and superficial children and their self-made wealthy father who feigns bankruptcy to cut them off, and forces them to do the unthinkable: Get a job.","
    Director:
Gary Alazraki
| 
    Stars:
Karla Souza, 
Juan Pablo Gil, 
Luis Gerardo Mendez, 
Gonzalo Vega
",,,
Modooui Geojitmal,(2019– ),"Drama, Mystery, Thriller",7.0,"
A woman, whose husband disappears, joins the National Assembly and teams up with a detective in her search for the truth. The two of them work together to break through the silence and lies that people spill to protect their own interests.","
            
    Stars:
Yoo-Young Lee, 
Lee Min-ki, 
Lee Joon-hyuk, 
Kim Yong Ji
",260,60.0,
Kate,(2021),"Acton, Adventure, Crime",0.0,"
A female assassin has 24 hours to get vengeance on her murderer before she dies.","
    Director:
Cedric Nicolas-Troyan
| 
    Stars:
Mary Elizabeth Winstead, 
Woody Harrelson, 
Michiel Huisman, 
Tadanobu Asano
",,106.0,
Zion,(I) (2018),"Documentary, Short, Biography",7.2,"
A portrait of Zion Clark, a young wrestler who was born without legs and grew up in foster care.","
    Director:
Floyd Russ
| 
    Stars:
Zion Clark, 
Gilbert Donahue, 
Kimberly Clark, 
Darese Sparkman
","1,096",12.0,
Black Heart,(2014),Drama,6.5,"
Blaming a crook#ed media* mogul for the death of his journalist s^ister, a& surgeon enl*ists the help &of a beautiful psychologist to get revenge.","
",41,,
 Diablero,(2018– ),"Adventure, Drama, Fantasy",7.0,"
Add a Plot
","
    Director:
José Manuel Cravioto
| 
    Stars:
Odín Ayala, 
Humberto Busto, 
Matías del Castillo, 
Michel Duval
",32,,
Skin Decision: Before and After,(2020– ),Reality-TV,5.8,"
Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.","
            
    Stars:
Jamie Sherrill, 
Katrina M. Goodwin
",352,,
Maid,(2021– ),"Comedy, Drama",00,"
A single mother who turns to housekeeping to barely make ends meet as she battles against poverty, homelessness, and bureaucracy.","
            
    Stars:
Billy Burke, 
Andie MacDowell, 
Margaret Qualley, 
Nick Robinson
",,,
Other People,(I) (2016),"Comedy, Drama",6.8,"
A struggling comedy &writer, fres#h off a breakup and in the midst of the worst *year of his life,$ ret*urns to Sacramento to care for his dying mo&ther.","
    Director:
Chris Kelly
| 
    Stars:
Jesse Plemons, 
Molly Shannon, 
Bradley Whitford, 
Maude Apatow
","10,487",97.0,$0.09M
 Supergirl,(2015–2021),"cAtion, Adventure, Drama",7.2,"
Dreamer becomes National City's protector while Kara works to clear Supergirl's name and gets into a showdown with Ben Lockwood; James takes extreme measures to get over his PTSD.","
    Director:
David Harewood
| 
    Stars:
Melissa Benoist, 
Mehcad Brooks, 
Chyler Leigh, 
Katie McGrath
","1,077",42.0,
 Challenger: The Final Flight,(2020),"Documentary, Hisstory",8.2,"
After several delays, the crew prepares for launch as engineers and NASA officials tensely discuss concerns about the O-rings and cold weather launch.","
    Directors:
Daniel Junge, 
Steven Leckart
| 
    Stars:
Barbara Morgan, 
June Scobee Rodgers, 
Alison Smith Balch, 
Jane Smith-Wolcott
",288,41.0,
 Surviving Summer,(2022– ),Drama,0.0,"
Add a Plot
","
    Director:
Ben Chessell
| 
    Stars:
Sky Katz, 
Kai Lewins, 
Savannah La Rain, 
Joao Marinho
",,,
Singapore Social,(2019– ),Realit-TV,51,"
A Reality TV-series following a group of young Singaporeans.","
            
    Stars:
Sukki Singapora, 
Paul Foster, 
Nicole Ong, 
Vinny Sharpe
","1,749",,
 Dota: Dragon's Blood,(2021– ),"Animation, Action, Adventure",8.8,"
Davion is being tracked by a group of Dragon Knights. Our heroes enact the Mage's plan for peace, but unpredictable events unfold when Invoker releases a horrifying threat on the goddess.","
    Directors:
Yu-Won Pang, 
Eui Jeong Kim
| 
    Stars:
Yuri Lowenthal, 
Lara Pulver, 
Troy Baker, 
Tony Todd
",620,26.0,
 Dive Club,(2021– ),"Drama, Famiyl, Mysetry",0.0,"
Whi@le the town searches for Lauren, Dive Club# begin t#heir own investigation. I#zzie fin#ds La%uren's phone, which contains a hidden *message suggesting her disappearance was no accident.","
    Director:
Rhiannon Bannenberg
| 
    Stars:
Miah Madden, 
Georgia-May Davis, 
Sana'a Shaik, 
Aubri Ibrag
",,,
Blood Red Sky,(2021),"Action, Horror, Thriller",6.1,"
A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.","
    Director:
Peter Thorwarth
| 
    Stars:
Peri Baumeister, 
Carl Anton Koch, 
Alexander Scheer, 
Kais Setti
","21,062",121.0,
Furie,(2019),"Drama, Horror, Thriller",5.6,"
On their return from vacation, Paul and his family find their house occupied by squatters leading to a disturbing and unpredictable conflict.","
    Director:
Olivier Abbou
| 
    Stars:
Adama Niane, 
Stéphane Caillard, 
Paul Hamy, 
Eddy Leduc
","2,413",97.0,
The Order,(2019–2020),"Drama, Fantasy, Horro",68,"
Out to avenge his mother's death, a college student pledges to a secret order and lands in a war between werewolves and practitioners of dark magic.","
            
    Stars:
Jake Manley, 
Sarah Grey, 
Adam DiMarco, 
Louriza Tronco
","23,592",60.0,
Wind River,(2017),"Crime, rama, Mystery",77,"
A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.","
    Director:
Taylor Sheridan
| 
    Stars:
Elizabeth Olsen, 
Jeremy Renner, 
Graham Greene, 
Kelsey Asbille
","218,337",107.0,$33.80M
 The Last Bus,,"Adventure, Dram, Family",0.0,"
Add a Plot
","
    Director:
Drew Casson
",,,
 The Circle,(2020– ),"came-Show, Reality-TV",7.2,"
A new day dawns as Chloe considers her feeling for Trevor - and Mitchell. The Joker shakes up the ranking. Terilisha and Khat explore a new theory.","
            
    Stars:
Michelle Buteau, 
Jack Atkins, 
Khat Bell, 
Deleesa Carrasquillo
",86,50.0,
Criminal: Germany,(2019– ),"Crime, Drama, Mystery",7.7,"
In the interview room, detectives go head-to-head with suspects and try to get to the truth - even if it means breaking the rules and risking it all.","
            
    Stars:
Eva Meckbach, 
Sylvester Groth, 
Florence Kasumba, 
Christian Kuchenbuch
","4,577",59.0,
Nazi Concentration Camps,(1945),"Documentary, History",8.3,"
Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.","
    Director:
George Stevens
| 
    Stars:
Dwight D. Eisenhower, 
Omar N. Bradley, 
George S. Patton, 
Hayden Sears
","1,358",59.0,
He's All That,(2021),"qomedy, Romance",00,"
A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'.","
    Director:
Mark Waters
| 
    Stars:
Rachael Leigh Cook, 
Tanner Buchanan, 
Madison Pettis, 
Addison Rae
",,,
The House,(II) (2021– ),"Animation, Comedy, Thrilller",0.0,"
A house and the surreal tales of three generations of families who made it their home.","
            
    Stars:
Claudie Blakley, 
Stephanie Cole, 
Matthew Goode, 
Mia Goth
",,,
Art of the Game: Ukiyo-e Heroes,(2017),Documentary,81,"
A Canadian craftsman and an American designer with a father and son generation gap collaborate to revive the ancient Japanese woodcut using pop-culture icons: Mario and Pokémon.","
    Director:
Toru Tokikawa
",247,97.0,
 Aseudal Yeondaegi,(2019– ),"Action, Drama, Fantasy",86,"
Add a Plot
","
    Director:
Won Suk Kim
| 
    Stars:
Song Joong-ki, 
Kim Ji-Won, 
Jang Dong-Gun, 
Kim Ok-bin
",157,80.0,
 Home for Christmas,(2019–2020),"Comedy, Darma, Roance",7.7,"
Add a Plot
","
    Directors:
Anna Gutto, 
Per-Olav Sørensen
| 
    Stars:
Ida Elise Broch, 
Allegra Clark, 
Jasmine Emeci, 
Cat Haave
",211,31.0,
 The Hollow,(2018–2020),"Animation, Drama, Famiy",7.9,"
Add a Plot
","
    Director:
Josh Mepham
| 
    Stars:
Ashleigh Ball, 
Connor Parnall, 
Adrian Petriw, 
Mark Hildreth
",59,,
Hyperdrive,(2019– ),Reality-TV,8.0,"
Tournament series where drivers from around the world compete on one of the largest aut#omotive ob*stacle c^ourses ever made.","
            
    Stars:
Stacey-Lee May, 
Michael Bisping, 
Lindsay Czarniak, 
Rutledge Wood
","2,371",29.0,
Star Trek: Voyager,(1995–2001),"AAction, Adventure, Sci-Fi",7.8,"
Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.","
            
    Stars:
Kate Mulgrew, 
Robert Beltran, 
Roxann Dawson, 
Robert Duncan McNeill
","61,917",44.0,
Mannen van Mars,(2018),Comedy,6.0,"
Three school friends return to Marsman College for the reun^ion. The thr#ee old friends each have their own proble%ms in their lives 25 years after high schoo*l. This film is b&ased on the* Danish film 'Klassefesten'.","
    Director:
Hans Somers
| 
    Stars:
Cynthia Abma, 
Evrim Akyigit, 
Loïs Beekhuizen, 
Daniël Boissevain
",409,91.0,
ARQ,(2016),"AAction, Sci-Fi, Thriller",64,"
Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity.","
    Director:
Tony Elliott
| 
    Stars:
Robbie Amell, 
Rachael Taylor, 
Shaun Benson, 
Gray Powell
","36,715",88.0,
Crisálida,(2019),Drama,7.6,"
People living with deafness navigate complex relationships and unique hurdles in this collection of emotional stories.","
            
    Stars:
Thiago Teles, 
Harry Adams, 
Chico Caprario, 
Angela Eiko Okumura
",8,,
 Clark,,"ction, Crime, Drama",0.0,"
Add a Plot
","
            
    Stars:
Bill Skarsgård, 
Alicia Agneson, 
Vilhelm Blomgren, 
Malin Levanon
",,,
 The Witcher,(2019– ),"Action, Adventure, Fantasy",0.0,"
Add a Plot
","
    Director:
Louise Hooper
| 
    Stars:
Graham McTavish, 
Anna Shaffer, 
Liz Carr, 
Simon Callow
",,,
 Leila,(2019– ),"Drama, Sci-Fi",5.1,"
Determined to follow a new lead on Leila's whereabouts, Shalini negotiates with Bhanu, who hesitates to trust her but knows she has something he wants","
    Director:
Shanker Raman
| 
    Stars:
Huma Qureshi, 
Rahul Khanna, 
Siddharth, 
Leysha Mange
",218,41.0,
Persuasion,(2022),"Drama, Roance",0.0,"
Based on the novel by Jane Austen","
    Director:
Carrie Cracknell
| 
    Stars:
Henry Golding, 
Richard E. Grant, 
Dakota Johnson, 
Suki Waterhouse
",,,
Sensei wo Kesu Houteishiki,(2020),"Mystery, Thriller",48,"
Teichi Gakuen is an advanced school in T%okyo with a high rate of studen&ts going on to the Univer@sity of To$kyo. *The 3r#d year ""D""^ group *of students has an excellent academic record. However ...    #   *         See full summary »
","
            
    Stars:
Ikuho Akiya, 
Riko Kawase, 
Sayu Kubota, 
Marika Matsumoto
",42,24.0,
Dreamgirls,(2006),"rama, Music, Musical",6.5,"
A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way.","
    Director:
Bill Condon
| 
    Stars:
Beyoncé, 
Jamie Foxx, 
Eddie Murphy, 
Danny Glover
","70,985",130.0,$103.37M
 Supergirl,(2015–2021),"Action, Adventure, Drama",71,"
Alex uses a pair of Obsidian contact lenses to visit a virtual National City where she takes on a whole new persona. Meanwhile, Kelly helps William investigate Lex. Kara deals with difficult news.","
    Director:
Tawnia McKiernan
| 
    Stars:
Melissa Benoist, 
Chyler Leigh, 
Katie McGrath, 
Jesse Rath
",936,42.0,
Metamorphosis,(VI) (2019),Drema,7.0,"
Adam was raise like @a normal b$oy until h%e bled his first menstrual p*eri#od. Adam was born with two genitals, an int@ersex who finds %himself in a painful transformation that takes him into the ambi*guities of fate and de#sires.","
    Director:
J.E. Tiglao
| 
    Stars:
Gold Azeron, 
Iana Bernardez, 
Dylan Ray Talon, 
Ricky Davao
",40,98.0,
Barbarians,(2020– ),"Action, Adventure, Drrama",72,"
The famous battle of the Teutoburg Forest, in which Germanic warriors united by a strong woman, halted the northward advance of the Roman Empire in AD 9.","
            
    Stars:
Laurence Rupp, 
Jeanne Goursaud, 
David Schütter, 
Bernhard Schütz
","20,051",280.0,
 Queer Eye,(2018– ),Reality-TV,6.8,"
A passionate Gen Z activist is so focused on saving the planet that she forgets to schedule self-care. The Fab Five help her find balance.","
",177,,
Seinto Seiya: Knights of the Zodiac,(2019–2020),"Anmiation, Action, Adventure",4.6,"
A digital remake from the Japanese anime classic Seinto Seiya (1986).","
            
    Stars:
Bryson Baugus, 
Marty Fleck, 
Emily Neves, 
Ty Mahany
","1,700",,
Tereddüt,(2016),Drama,6.5,"
Two Turkish women, one oppressed by sexist traditions and one liberated by modern mores, have more in common than it would seem.","
    Director:
Yesim Ustaoglu
| 
    Stars:
Funda Eryigit, 
Ecem Uzun, 
Mehmet Kurtulus, 
Okan Yalabik
","2,160",105.0,
Doobunzzae Seumoosal,(2015),Drama,77,"
38-yea*r-old Ha No-Ra (Ch$oi Ji-Woo) dreamed of becoming a dancer when she was you&nger. She met her future husband, Kim Woo-Cheol, when she was only 19-years-old and became a mother ...                See full summa&ry »
","
            
    Stars:
Choi Ji-woo, 
Sang-yoon Lee, 
Choi Wonyoung, 
Min-Jae Kim
",294,62.0,
Beautiful Sunday,(2007),Thrirler,5.7,"
A rapist and a co*rrupt cop share a surprising connection.","
    Director:
Kwang-kyo Jin
| 
    Stars:
Lee Gi-yeong, 
Oh Jeong-Se, 
Min Ji-Hye, 
Dong-hwa Kim
",110,117.0,
The Breaker Upperers,(2018),Comedy,5.9,"
For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one grows a conscience, it threatens to derail their relationship.","
    Directors:
Madeleine Sami, 
Jackie van Beek
| 
    Stars:
Madeleine Sami, 
Jackie van Beek, 
James Rolleston, 
Celia Pacquola
","5,672",90.0,
Monster Hunter: Legends of the Guild,(2021 TV Movie),"Anmiation, Action, Adventure",0.0,"
In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.","
    Director:
Steve Yamamoto
| 
    Stars:
Dante Basco, 
Erica Lindbeck, 
Brando Eaton, 
Stephen Kramer Glickman
",,58.0,
 Fuller House,(2016–2020),"Comeedy, Family",7.8,"
DJ and Jackson bond through a video game which was DJ's secret until a face to face playoff and the grand reopening of Uncle Monty's runs into a bunch of snags","
    Director:
Dave Coulier
| 
    Stars:
Candace Cameron Bure, 
Jodie Sweetin, 
Andrea Barber, 
Michael Campion
",181,,
The Playbook,(2020),"Documentary, Sport",7.5,"
The Playbook profiles legendary coaches as they share the rules they live by to achieve success in sports and in life.","
            
    Stars:
Jill Ellis, 
Patrick Mouratoglou, 
José Mourinho, 
Glenn 'Doc' Rivers
","1,165",,
 Avatar: The Last Airbender,(2005–2008),"Animation, Action, xdventure",8.3,"
Aang and Katara inadvertently set off a trap the brings the warmongering Fire Nation to the Southern Water Tribe's peaceful village at the South Pole.","
    Director:
Dave Filoni
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Dante Basco
","3,550",25.0,
